;molecule_chembl_id;units;IC50;smiles;pIC50;MW;HBA;HBD;LogP;rule_of_five_conform
11;CHEMBL3701770;nM;0.49;CNC(=O)c1ccc2c(OCn3c2nc(c4ccc(cc4)C5(N)CC(C)(O)C5)c3c6ccccc6)c1;9.309803919971486;480.21614075599996;6;3;4.292400000000003;yes
12;CHEMBL3701718;nM;0.5;CC1(O)CC(N)(C1)c2ccc(cc2)c3nc4c5c(F)cccc5OCn4c3c6ccccc6;9.30102999566398;441.18525522799996;5;2;5.071900000000004;yes
13;CHEMBL3701773;nM;0.53;CCONC(=O)c1ccc2c(OCn3c2nc(c4ccc(cc4)C5(N)CC(C)(O)C5)c3c6ccccc6)c1;9.275724130399214;510.22670544;7;3;4.614100000000003;yes
14;CHEMBL3701758;nM;0.55;CC1(O)CC(N)(C1)c2ccc(cc2)c3nc4c5cc(CO)ccc5OCn4c3c6ccccc6;9.259637310505756;453.205241724;6;3;4.425100000000003;yes
15;CHEMBL3701774;nM;0.57;CC1(O)CC(N)(C1)c2ccc(cc2)c3nc4c5cc(ccc5OCn4c3c6ccccc6)C(=O)NCCO;9.244125144327509;510.22670543999993;7;4;3.654900000000002;yes
16;CHEMBL3701734;nM;0.6;COc1ccc2c(OCn3c2nc(c4ccc(cc4)C5(N)CC(O)(C5)C6CC6)c3c7ccccc7)c1;9.221848749616356;479.220891788;6;2;5.331500000000004;yes
17;CHEMBL3701772;nM;0.7;CC1(O)CC(N)(C1)c2ccc(cc2)c3nc4c5ccc(cc5OCn4c3c6ccccc6)C(=O)NCCO;9.154901959985743;510.22670543999993;7;4;3.654900000000002;yes
18;CHEMBL3701720;nM;0.71;NC1(CC(O)(C1)C2CC2)c3ccc(cc3)c4nc5c6c(F)cccc6OCn5c4c7ccsc7;9.148741651280924;473.157326228;6;2;5.523500000000003;yes
19;CHEMBL3701750;nM;0.74;CC1(O)CC(N)(C1)c2ccc(cc2)c3nc4c5ccncc5OCn4c3c6ccccc6;9.130768280269024;424.189926008;6;2;4.3278000000000025;yes
20;CHEMBL3701735;nM;0.75;COc1ccc2OCn3c(nc(c4ccc(cc4)C5(N)CC(C)(O)C5)c3c6ccccc6)c2c1;9.1249387366083;453.20524172399996;6;2;4.941400000000003;yes
21;CHEMBL3701746;nM;0.78;CCC1(O)CC(N)(C1)c2ccc(cc2)c3nc4c5cnccc5OCn4c3c6ccccc6;9.10790539730952;438.205576072;6;2;4.717900000000003;yes
22;CHEMBL3701764;nM;0.85;Cc1cnc2c(OCn3c2nc(c4ccc(cc4)C5(N)CC(C)(O)C5)c3c6ccccc6)c1;9.070581074285707;438.205576072;6;2;4.636220000000003;yes
23;CHEMBL3701721;nM;0.91;NC1(CC(O)(C1)C2CC2)c3ccc(cc3)c4nc5c6c(F)cccc6OCn5c4c7ccncc7;9.040958607678906;468.19615426;6;2;4.857000000000003;yes
24;CHEMBL3701752;nM;0.91;NC1(CC(O)(C1)C2CC2)c3ccc(cc3)c4nc5c6cccnc6OCn5c4c7ccccc7;9.040958607678906;450.205576072;6;2;4.717900000000004;yes
25;CHEMBL3701736;nM;0.91;COc1ccc2c(OCn3c2nc(c4ccc(cc4)C5(N)CC(C)(O)C5)c3c6ccccc6)c1;9.040958607678906;453.205241724;6;2;4.941400000000003;yes
26;CHEMBL3701722;nM;0.91;CC1(O)CC(N)(C1)c2ccc(cc2)c3nc4c5c(F)cccc5OCn4c3c6ccsc6;9.040958607678906;447.141676164;6;2;5.133400000000003;yes
27;CHEMBL3701777;nM;0.91;CC1(O)CC(O)(C1)c2ccc(cc2)c3nc4c5cc(ccc5OCn4c3c6ccccc6)C(=O)O;9.040958607678906;468.16852186799997;6;3;4.664600000000004;yes
28;CHEMBL3701778;nM;0.94;CC1(O)CC(O)(C1)c2ccc(cc2)c3nc4c5ccc(cc5OCn4c3c6ccccc6)C(=O)O;9.0268721464003;468.16852186799997;6;3;4.664600000000004;yes
29;CHEMBL3701753;nM;0.97;CC1(O)CC(N)(C1)c2ccc(cc2)c3nc4c5cccnc5OCn4c3c6ccccc6;9.013228265733757;424.189926008;6;2;4.327800000000003;yes
30;CHEMBL3701761;nM;0.97;CC1(O)CC(N)(C1)c2ccc(cc2)c3nc4c5cc(ccc5OCn4c3c6ccccc6)C#N;9.013228265733757;448.189926008;6;2;4.804480000000003;yes
31;CHEMBL3701724;nM;1.0;CC1(O)CC(N)(C1)c2ccc(cc2)c3nc4c5cc(F)ccc5OCn4c3c6ccccc6;9.0;441.18525522799996;5;2;5.071900000000004;yes
32;CHEMBL3701727;nM;1.0;NC1(CC(O)(C1)C2CC2)c3ccc(cc3)c4nc5c6ccccc6OCn5c4c7ccccc7;9.0;449.210327104;5;2;5.322900000000004;yes
33;CHEMBL3701723;nM;1.1;CC1(O)CC(N)(C1)c2ccc(cc2)c3nc4c5c(F)cccc5OCn4c3c6ccncc6;8.958607314841776;442.180504196;6;2;4.4669000000000025;yes
34;CHEMBL3701751;nM;1.1;NC1(CCC1)c2ccc(cc2)c3nc4c5ccncc5OCn4c3c6ccccc6;8.958607314841776;394.179361324;5;1;4.966900000000003;yes
35;CHEMBL3701765;nM;1.1;COc1ccc2OCn3c(nc(c4ccc(cc4)C5(N)CC(C)(O)C5)c3c6ccccc6)c2n1;8.958607314841776;454.20049069199996;7;2;4.336400000000002;yes
36;CHEMBL3701747;nM;1.1;CC1(O)CC(N)(C1)c2ccc(cc2)c3nc4c5cnccc5OCn4c3c6ccccc6;8.958607314841776;424.189926008;6;2;4.3278000000000025;yes
37;CHEMBL3701760;nM;1.2;CC1(O)CC(N)(C1)c2ccc(cc2)c3nc4c5ccc(cc5OCn4c3c6ccccc6)C#N;8.920818753952375;448.189926008;6;2;4.804480000000003;yes
38;CHEMBL3701719;nM;1.2;NC1(CCC1)c2ccc(cc2)c3nc4c5c(F)cccc5OCn4c3c6ccccc6;8.920818753952375;411.174690544;4;1;5.711000000000004;yes
39;CHEMBL3701768;nM;1.3;CN(C)C(=O)c1ccc2OCn3c(nc(c4ccc(cc4)C5(N)CC(C)(O)C5)c3c6ccccc6)c2c1;8.886056647693161;494.23179081999996;6;2;4.634600000000003;yes
40;CHEMBL3701726;nM;1.4;NC1(CC(O)(C1)C2CC2)c3ccc(cc3)c4nc5c6cccc(F)c6OCn5c4c7ccccc7;8.853871964321762;467.20090529199996;5;2;5.462000000000004;yes
41;CHEMBL3701741;nM;1.5;Cc1ccc2c(OCn3c2nc(c4ccc(cc4)C5(N)CC(O)(C5)C6CC6)c3c7ccccc7)c1;8.823908740944319;463.225977168;5;2;5.631320000000005;yes
42;CHEMBL3701742;nM;1.6;NC1(CC(O)(C1)C2CC2)c3ccc(cc3)c4nc5c6ncccc6OCn5c4c7ccccc7;8.795880017344075;450.205576072;6;2;4.717900000000004;yes
43;CHEMBL3701754;nM;1.6;NC1(CCC1)c2ccc(cc2)c3nc4c5cccnc5OCn4c3c6ccccc6;8.795880017344075;394.179361324;5;1;4.966900000000003;yes
44;CHEMBL3701748;nM;1.7;NC1(CCC1)c2ccc(cc2)c3nc4c5cnccc5OCn4c3c6ccccc6;8.769551078621726;394.179361324;5;1;4.966900000000003;yes
45;CHEMBL3679632;nM;1.7;C[C@@]1(O)C[C@@](N)(C1)c2ccc(cc2)c3nc4ccc5nnc(C(F)F)n5c4cc3c6ccccc6;8.769551078621726;471.18706679600007;6;2;5.247900000000004;yes
46;CHEMBL3701728;nM;1.7;CC1(O)CC(N)(C1)c2ccc(cc2)c3nc4c5ccccc5OCn4c3c6ccccc6;8.769551078621726;423.19467704;5;2;4.932800000000004;yes
47;CHEMBL3701738;nM;1.7;CCOc1cccc2OCn3c(nc(c4ccc(cc4)C5(N)CC(O)(C5)C6CC6)c3c7ccccc7)c12;8.769551078621726;493.236541852;6;2;5.721600000000005;yes
48;CHEMBL3701739;nM;1.8;CCOc1cccc2OCn3c(nc(c4ccc(cc4)C5(N)CC(C)(O)C5)c3c6ccccc6)c12;8.744727494896694;467.220891788;6;2;5.331500000000005;yes
49;CHEMBL3701725;nM;2.0;CC1(O)CC(N)(C1)c2ccc(cc2)c3nc4c5ccc(F)cc5OCn4c3c6ccccc6;8.698970004336019;441.18525522799996;5;2;5.071900000000004;yes
50;CHEMBL3701732;nM;2.0;COc1cccc2OCn3c(nc(c4ccc(cc4)C5(N)CC(O)(C5)C6CC6)c3c7ccccc7)c12;8.698970004336019;479.220891788;6;2;5.331500000000005;yes
51;CHEMBL3701743;nM;2.0;CC1(O)CC(N)(C1)c2ccc(cc2)c3nc4c5ncccc5OCn4c3c6ccccc6;8.698970004336019;424.189926008;6;2;4.3278000000000025;yes
52;CHEMBL598194;nM;2.2;NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)NCc4ccc(Cl)cc4;8.657577319177793;384.146536972;5;3;2.2253999999999996;yes
53;CHEMBL3701759;nM;2.7;CC1(O)CC(N)(C1)c2ccc(cc2)c3nc4c5ccc(CO)cc5OCn4c3c6ccccc6;8.568636235841014;453.20524172399996;6;3;4.425100000000003;yes
54;CHEMBL3701729;nM;2.8;NC1(CCC1)c2ccc(cc2)c3nc4c5ccccc5OCn4c3c6ccccc6;8.55284196865778;393.184112356;4;1;5.571900000000004;yes
55;CHEMBL228867;nM;3.0;C\C(=C/1\C(=O)Nc2ccc(NC(=O)N)cc12)\c3cc(CNC(=O)CCN4CCCCC4)c[nH]3;8.522878745280337;450.23793882;4;5;2.8803;yes
57;CHEMBL2177361;nM;3.0;C[C@@H]1C[C@@H](O)c2ncnc(N3CCN(CC3)C(=O)[C@H](CNCC4CC4)c5ccc(c(F)c5)C(F)(F)F)c12;8.522878745280337;521.241388112;6;2;3.6071000000000017;yes
58;CHEMBL409503;nM;3.0;NCC1(Cc2ccc(Cl)cc2)CCN(CC1)c3ncnc4[nH]cnc34;8.522878745280337;356.15162235200006;5;2;2.7943000000000007;yes
59;CHEMBL228652;nM;3.0;NCc1cccc(c1)c2c[nH]c(\C=C\3/C(=O)Nc4ccc(NC(=O)N)cc34)c2;8.522878745280337;373.15387484800004;3;5;3.1237000000000004;yes
60;CHEMBL3701755;nM;3.3;NC1(CC(O)(C1)C2CC2)c3ccc(cc3)c4nc5c6nccnc6OCn5c4c7ccccc7;8.481486060122112;451.20082504000004;7;2;4.112900000000003;yes
61;CHEMBL3701771;nM;3.5;CN(C)C(=O)c1ccc2c(OCn3c2nc(c4ccc(cc4)C5(N)CC(C)(O)C5)c3c6ccccc6)c1;8.455931955649724;494.23179081999996;6;2;4.634600000000003;yes
62;CHEMBL228810;nM;4.0;CN1CCC(CC1)C(=O)NCc2c[nH]c(c2)\C(=C\3/C(=O)Nc4ccc(NC(=O)N)cc34)\C;8.397940008672037;436.222288756;4;5;2.346099999999999;yes
63;CHEMBL523859;nM;4.0;CCn1c(nc2c(ncc(OCC[C@@H](N)Cc3ccccc3)c12)C#CC(C)(C)O)c4nonc4N;8.397940008672037;475.23318778800007;10;3;2.5447;yes
65;CHEMBL597600;nM;4.0;NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)NCc4ccc(Cl)cc4F;8.397940008672037;402.13711515999995;5;3;2.3644999999999996;yes
66;CHEMBL2177378;nM;4.0;C[C@@H]1C[C@@H](O)c2ncnc(N3CCN(CC3)C(=O)[C@H](CNC(C)(C)CO)c4ccc(Cl)cc4)c12;8.397940008672037;487.235017628;7;3;2.4635000000000007;yes
69;CHEMBL228804;nM;4.0;CN(C)CCNC(=O)c1cccc(c1)c2c[nH]c(\C=C\3/C(=O)Nc4ccc(NC(=O)N)cc34)c2;8.397940008672037;458.206638692;4;5;2.9563999999999995;yes
70;CHEMBL425650;nM;4.0;NC(=O)Nc1ccc2NC(=O)\C(=C/c3cc(c[nH]3)c4cccc(c4)C(=O)NCCN5CCCCC5)\c2c1;8.397940008672037;498.23793882;4;5;3.8807000000000036;yes
71;CHEMBL3701756;nM;4.0;CC1(O)CC(N)(C1)c2ccc(cc2)c3nc4c5nccnc5OCn4c3c6ccccc6;8.397940008672037;425.18517497600004;7;2;3.722800000000003;yes
72;CHEMBL3701744;nM;4.0;NC1(CCC1)c2ccc(cc2)c3nc4c5ncccc5OCn4c3c6ccccc6;8.397940008672037;394.179361324;5;1;4.966900000000003;yes
74;CHEMBL3701745;nM;4.6;CCC1(O)CC(N)(C1)c2ccc(cc2)c3nc4c5ncccc5OCn4c3c6ccccc6;8.337242168318426;438.205576072;6;2;4.717900000000003;yes
75;CHEMBL599849;nM;4.9;NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)NCc4ccc(Cl)cc4Cl;8.309803919971486;418.10756461999995;5;3;2.8788;yes
76;CHEMBL260000;nM;5.0;NCC1(Cc2ccc(Cl)cc2)CCN(CC1)c3ncnc4[nH]ccc34;8.301029995663981;355.156373384;4;2;3.399300000000002;yes
77;CHEMBL522351;nM;5.0;CCn1c(nc2c(ncc(OCCCNC[C@H](O)CO)c12)C#CC(C)(C)O)c3nonc3N;8.301029995663981;459.223017028;12;5;-0.08249999999999835;yes
78;CHEMBL2178597;nM;5.0;C[C@@H]1C[C@@H](O)c2ncnc(N3CCN(CC3)C(=O)[C@H](CNC(C)(C)C)c4ccc(c(F)c4)C(F)(F)F)c12;8.301029995663981;523.257038176;6;2;3.9956000000000023;yes
79;CHEMBL598842;nM;5.0;NC1(CCN(CC1)c2ncnc3NC(=O)Nc23)C(=O)NCc4ccc(Cl)cc4;8.301029995663981;401.13670056;6;4;0.9137;yes
80;CHEMBL228811;nM;5.0;C\C(=C/1\C(=O)Nc2ccc(NC(=O)N)cc12)\c3cc(CNC(=O)C4CNCCN4)c[nH]3;8.301029995663981;423.20188766000007;5;7;0.5657000000000008;yes
81;CHEMBL228547;nM;5.0;NC(=O)Nc1ccc2NC(=O)\C(=C/c3cc(c[nH]3)c4cccc(c4)C(=O)N)\c2c1;8.301029995663981;387.133139404;3;5;2.7639000000000005;yes
83;CHEMBL228812;nM;5.0;C\C(=C/1\C(=O)Nc2ccc(NC(=O)N)cc12)\c3cc(CNC(=O)CN)c[nH]3;8.301029995663981;368.1596885;4;6;0.9629999999999996;yes
84;CHEMBL378963;nM;5.0;N[C@H](COc1cnc(Cl)c(c1)c2ccc3cnccc3c2)Cc4c[nH]c5ccccc45;8.301029995663981;428.14038897200004;4;2;5.380300000000003;yes
85;CHEMBL228756;nM;5.0;C\C(=C/1\C(=O)Nc2ccc(NC(=O)N)cc12)\c3cc(CNC(=O)c4ccncc4)c[nH]3;8.301029995663981;416.1596885;4;5;2.7131000000000007;yes
86;CHEMBL228654;nM;5.0;C\C(=C/1\C(=O)Nc2ccc(NC(=O)N)cc12)\c3ccc[nH]3;8.301029995663981;282.111675688;2;4;2.3880999999999997;yes
87;CHEMBL207544;nM;5.0;N[C@H](COc1cnc(C#C)c(c1)c2ccc3cnccc3c2)Cc4c[nH]c5ccccc45;8.301029995663981;418.179361324;4;2;4.708200000000003;yes
88;CHEMBL3701733;nM;5.1;COc1ccc2OCn3c(nc(c4ccc(cc4)C5(N)CC(O)(C5)C6CC6)c3c7ccccc7)c2c1;8.292429823902062;479.22089178799996;6;2;5.331500000000005;yes
89;CHEMBL3701730;nM;5.4;NC1(CCC1)c2ccc(cc2)c3nc4c5ccccc5OCn4c3c6ccsc6;8.267606240177031;399.140533292;5;1;5.6334000000000035;yes
90;CHEMBL596991;nM;5.5;NC1(Cc2ccc(Cl)cc2)CCN(CC1)c3ccnc4[nH]ccc34;8.259637310505756;340.14547435200006;3;2;3.756700000000002;yes
91;CHEMBL598206;nM;5.7;NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)NCc4ccc(Cl)c(Cl)c4;8.244125144327509;418.10756461999995;5;3;2.8788;yes
92;CHEMBL228757;nM;6.0;C\C(=C/1\C(=O)Nc2ccc(NC(=O)N)cc12)\c3cc(CNC(=O)C4CCNCC4)c[nH]3;8.221848749616356;422.206638692;4;6;2.0039;yes
94;CHEMBL263664;nM;6.0;NC1(Cc2ccc(Cl)cc2)CCN(CC1)c3ncnc4[nH]ccc34;8.221848749616356;341.14072332;4;2;3.1517000000000017;yes
95;CHEMBL2177379;nM;6.0;C[C@@H]1C[C@@H](O)c2ncnc(N3CCN(CC3)C(=O)[C@H]([C@@H]4CCCN4)c5ccc(Cl)cc5)c12;8.221848749616356;455.20880288;6;2;2.8550000000000013;yes
97;CHEMBL2177387;nM;6.0;CC(C)NC[C@@H](C(=O)N1CCN(CC1)c2ncnc3CC[C@@H](C=C)c23)c4ccc(Cl)cc4;8.221848749616356;453.229538324;5;1;3.776200000000003;yes
98;CHEMBL228439;nM;6.0;NC(=O)Nc1ccc2NC(=O)\C(=C/c3cc(c[nH]3)c4cccc(O)c4)\c2c1;8.221848749616356;360.12224037199996;3;5;3.3706000000000014;yes
99;CHEMBL2177368;nM;6.0;C[C@@H]1C[C@@H](O)c2ncnc(N3CCN(CC3)C(=O)[C@H](CNCC4CCOCC4)c5ccc(Cl)cc5)c12;8.221848749616356;513.250667692;7;2;3.119200000000002;yes
100;CHEMBL2178598;nM;6.0;C[C@@H]1C[C@@H](O)c2ncnc(N3CCN(CC3)C(=O)[C@H](CNC(C)(C)CO)c4ccc(c(F)c4)C(F)(F)F)c12;8.221848749616356;539.251952796;7;3;2.9680000000000017;yes
101;CHEMBL2177388;nM;6.0;CC(C)NC[C@@H](C(=O)N1CCN(CC1)c2ncnc3CC[C@@H](CF)c23)c4ccc(Cl)cc4;8.221848749616356;459.220116512;5;1;3.559700000000002;yes
102;CHEMBL496690;nM;6.0;NC[C@H](Cc1ccc(F)cc1)NC(=O)c2cc(Br)c(s2)c3ccnc4[nH]ccc34;8.221848749616356;472.0368725160001;4;3;4.492800000000003;yes
103;CHEMBL594933;nM;6.0;Cc1n[nH]c2cnc(cc12)c3cc(OC[C@@H](N)Cc4c[nH]c5ccccc45)cnc3c6cocc6;8.221848749616356;464.196074008;6;3;5.018420000000003;yes
104;CHEMBL388978;nM;6.5;CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n3c4ccccc4c5c6CNC(=O)c6c7c8ccccc8n2c7c35;8.187086643357143;466.200490692;6;2;4.354000000000003;yes
105;CHEMBL3701731;nM;6.5;NC1(CCC1)c2ccc(cc2)c3nc4c5ccccc5OCn4c3c6ccncc6;8.187086643357143;394.179361324;5;1;4.966900000000003;yes
106;CHEMBL383264;nM;6.8;N[C@H](COc1cncc(c1)c2ccc3cnccc3c2)Cc4c[nH]c5ccccc45;8.167491087293763;394.179361324;4;2;4.726900000000003;yes
107;CHEMBL603882;nM;7.0;NC1(Cc2ccc3ccccc3c2)CCN(CC1)c4ncnc5[nH]ccc45;8.154901959985743;357.1953457360001;4;2;3.651500000000002;yes
109;CHEMBL605410;nM;7.0;Cc1occc1c2nc(N)c(OC[C@@H](N)Cc3c(C#N)[nH]c4ccccc34)cc2c5cnc6[nH]nc(C)c6n5;8.154901959985743;519.2131210400001;9;4;4.175720000000002;yes
110;CHEMBL3703105;nM;7.0;NC1(CCC1)c2ccc(cc2)c3nc4cc(ccn4c3c5ccccc5)c6cccnc6;8.154901959985743;416.20009676800004;4;1;6.068200000000005;yes
111;CHEMBL259998;nM;7.0;NC1(CCN(CC1)c2ncnc3[nH]ccc23)c4ccc(Cl)cc4;8.154901959985743;327.125073256;4;2;3.0657000000000005;yes
112;CHEMBL3701757;nM;7.0;CCC1(O)CC(N)(C1)c2ccc(cc2)c3nc4c5nccnc5OCn4c3c6ccccc6;8.154901959985743;439.20082504000004;7;2;4.112900000000002;yes
113;CHEMBL407504;nM;7.0;NC1(CCN(CC1)c2ncnc3[nH]cnc23)c4ccc(Cl)cc4;8.154901959985743;328.120322224;5;2;2.4607;yes
114;CHEMBL604910;nM;7.0;NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)NCc4cccc(Cl)c4;8.154901959985743;384.146536972;5;3;2.2253999999999996;yes
115;CHEMBL597793;nM;8.0;NC1(COCc2ccc(Cl)cc2)CCN(CC1)c3ncnc4[nH]ccc34;8.096910013008056;371.15128800400004;5;2;3.125800000000001;yes
116;CHEMBL498052;nM;8.0;NC[C@H](Cc1ccccc1F)NC(=O)c2cc(Br)c(s2)c3ccnc4[nH]ccc34;8.096910013008056;472.0368725160001;4;3;4.492800000000003;yes
117;CHEMBL2325741;nM;8.0;NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)N[C@@H](CCO)c4ccc(Cl)cc4;8.096910013008056;428.17275171999995;6;4;2.1489000000000003;yes
119;CHEMBL406863;nM;8.0;NCC1(CCN(CC1)c2ncnc3[nH]ccc23)c4ccc(Cl)cc4;8.096910013008056;341.14072331999995;4;2;3.108200000000001;yes
120;CHEMBL604507;nM;8.0;NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)NCc4ccc(F)cc4Cl;8.096910013008056;402.13711515999995;5;3;2.3644999999999996;yes
122;CHEMBL228755;nM;8.0;CC(=O)NCc1c[nH]c(c1)\C(=C\2/C(=O)Nc3ccc(NC(=O)N)cc23)\C;8.096910013008056;353.148789468;3;5;2.0241999999999996;yes
125;CHEMBL375236;nM;8.0;NC(=O)Nc1ccc2NC(=O)\C(=C/c3cc(c[nH]3)c4cccnc4)\c2c1;8.096910013008056;345.12257472000005;3;4;3.0600000000000014;yes
126;CHEMBL3703104;nM;8.0;NC1(CCC1)c2ccc(cc2)c3nc4cc(ccn4c3c5ccccc5)c6ccncc6;8.096910013008056;416.20009676800004;4;1;6.068200000000005;yes
127;CHEMBL3703108;nM;8.0;NC1(CCC1)c2ccc(cc2)c3nc4cc(ccn4c3c5ccccc5)c6ncc[nH]6;8.096910013008056;405.1953457360001;4;2;5.3963000000000045;yes
128;CHEMBL374611;nM;8.0;CC(=O)Nc1cccc(c1)c2c[nH]c(\C=C\3/C(=O)Nc4ccc(NC(=O)N)cc34)c2;8.096910013008056;401.148789468;3;5;3.6234;yes
129;CHEMBL597414;nM;8.5;NC1(Cc2ccc(Cl)cc2Cl)CCN(CC1)c3ncnc4[nH]ccc34;8.070581074285707;375.1017509680001;4;2;3.805100000000002;yes
130;CHEMBL3672012;nM;9.0;C(N1CCC(CC1)c2cnc3ccccc3n2)c4ccc(cc4)c5nc6nccn6cc5c7ccccc7;8.045757490560675;496.2375448960001;6;0;6.386100000000006;yes
131;CHEMBL3699676;nM;9.0;COc1cc(cn2c(c3ccccc3)c(nc12)c4ccc(cc4)C5(N)CCC5)C(=O)N;8.045757490560675;412.189926008;5;2;4.113700000000002;yes
132;CHEMBL1171647;nM;9.0;CCc1c[nH]c2ncnc(N3CC[C@](N)(CNC(=O)c4ccc(F)cc4F)C3)c12;8.045757490560675;400.18231576399995;5;3;2.1361;yes
133;CHEMBL493269;nM;9.0;CCn1c(nc2c(ncc(OCCCCN)c12)C#CC(C)(C)O)c3nonc3N;8.045757490560675;399.20188766000007;10;3;1.3235;yes
134;CHEMBL3703111;nM;9.0;NC1(CCC1)c2ccc(cc2)c3nc4cc(ccn4c3c5ccccc5)c6nn[nH]n6;8.045757490560675;407.18584367200015;6;2;4.186300000000003;yes
135;CHEMBL523586;nM;9.0;NC[C@H](Cc1cccc(F)c1)NC(=O)c2cc(Br)c(s2)c3ccnc4[nH]ccc34;8.045757490560675;472.0368725160001;4;3;4.492800000000003;yes
136;CHEMBL228648;nM;9.0;NC(=O)Nc1ccc2NC(=O)\C(=C/c3cc(c[nH]3)C(=O)O)\c2c1;8.045757490560675;312.08585486399994;3;5;1.6962000000000004;yes
137;CHEMBL228649;nM;9.0;Cc1c(\C=C\2/C(=O)Nc3ccc(NC(=O)N)cc23)[nH]cc1C(=O)O;8.045757490560675;326.10150492799994;3;5;2.0046199999999996;yes
139;CHEMBL226712;nM;9.0;NC(c1ccc(Cl)cc1)c2ccc(cc2)c3ncnc4[nH]cnc34;8.045757490560675;335.09377312800007;4;2;3.721400000000001;yes
140;CHEMBL2177367;nM;10.0;CO[C@@H]1CC[C@H](CC1)NC[C@@H](C(=O)N2CCN(CC2)c3ncnc4[C@H](O)C[C@@H](C)c34)c5ccc(Cl)cc5;8.0;527.266317756;7;2;3.6502000000000026;yes
141;CHEMBL470597;nM;10.0;NC[C@H](Cc1ccccc1)NC(=O)c2cc(Br)c(s2)c3ccnc4[nH]ccc34;8.0;454.0462943280001;4;3;4.353700000000003;yes
143;CHEMBL1098938;nM;10.0;CCn1c(nc2c(nc(OC[C@H](N)Cc3ccccc3)cc12)C#CC(C)(C)O)c4nonc4N;8.0;461.21753772400007;10;3;2.1546;yes
145;CHEMBL228705;nM;10.0;C\C(=C/1\C(=O)Nc2ccc(NC(=O)N)cc12)\c3cc(CN)c[nH]3;8.0;311.13822478400004;3;5;1.8468;yes
146;CHEMBL388739;nM;10.0;C\C(=C/1\C(=O)Nc2ccc(NC(=O)N)cc12)\c3cc(CNC(=O)c4cccnc4)c[nH]3;8.0;416.1596885;4;5;2.7131000000000007;yes
147;CHEMBL388966;nM;10.0;C\C(=C/1\C(=O)Nc2ccc(NC(=O)N)cc12)\c3cc(CNC(=O)CO)c[nH]3;8.0;369.143704088;4;6;0.9965999999999995;yes
148;CHEMBL228042;nM;10.0;CNC(c1ccc(Cl)cc1)c2ccc(cc2)c3ncnc4[nH]cnc34;8.0;349.10942319200007;4;2;3.9821000000000017;yes
149;CHEMBL599847;nM;11.0;NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)NCc4ccc(cc4)C(F)(F)F;7.9586073148417755;418.172893952;5;3;2.5908000000000007;yes
150;CHEMBL228701;nM;11.0;NC(=O)Nc1ccc2NC(=O)\C(=C/c3cc(c[nH]3)C(=O)NCCN4CCCCC4)\c2c1;7.9586073148417755;422.206638692;4;5;2.2137000000000002;yes
153;CHEMBL2177363;nM;11.0;C[C@@H]1C[C@@H](O)c2ncnc(N3CCN(CC3)C(=O)[C@H](CN4CCC(F)CC4)c5ccc(Cl)cc5)c12;7.9586073148417755;501.23068119600003;6;1;3.536900000000002;yes
154;CHEMBL598207;nM;11.0;NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)NCc4ccc(F)cc4F;7.9586073148417755;386.16666569999995;5;3;1.8501999999999996;yes
155;CHEMBL1079175;nM;12.0;NC1(CCC1)c2ccc(cc2)c3nc4C=CN5C(=O)NN=C5c4cc3c6ccccc6;7.920818753952375;407.174610292;5;2;4.242700000000003;yes
156;CHEMBL2177385;nM;12.0;CC(C)NC[C@@H](C(=O)N1CCN(CC1)c2ncnc3CC[C@@H](C)c23)c4ccc(Cl)cc4;7.920818753952375;441.229538324;5;1;3.610100000000002;yes
157;CHEMBL593813;nM;12.0;Cc1occc1c2nc(N)c(OC[C@@H](N)Cc3c(Cl)[nH]c4ccccc34)cc2c5cnc6[nH]nc(C)c6n5;7.920818753952375;528.1788997200001;8;4;4.957440000000002;yes
158;CHEMBL2177374;nM;12.0;C[C@@H]1C[C@@H](O)c2ncnc(N3CCN(CC3)C(=O)[C@H](CNCC4CC4)c5ccc(Cl)cc5)c12;7.920818753952375;469.224452944;6;2;3.1026000000000016;yes
