;molecule_chembl_id;units;IC50;smiles;pIC50;MW;HBA;HBD;LogP;rule_of_five_conform
302;CHEMBL3672486;nM;37.0;NC1(CCC1)c2ccc(cc2)c3nn4c(cnc4cc3c5ccccc5)c6cccc(CO)c6;7.431798275933005;446.21066145199995;5;2;5.5605000000000055;yes
304;CHEMBL3699675;nM;38.0;COC(=O)c1cc(OC)c2nc(c3ccc(cc3)C4(N)CCC4)c(c5ccccc5)n2c1;7.420216403383191;427.1895916600001;6;1;4.801400000000004;yes
305;CHEMBL3639985;nM;38.0;COc1ccc(COc2ccn3c(c4ccccc4)c(nc3n2)c5ccc(cc5)C6(N)CCC6)cn1;7.420216403383191;477.2164751040001;7;1;5.383800000000005;yes
307;CHEMBL596290;nM;39.0;Cc1n[nH]c2ncc(nc12)c3cc(OC[C@@H](N)Cc4c[nH]c5ccccc45)cnc3c6cocc6;7.4089353929735005;465.19132297600004;7;3;4.413420000000002;yes
308;CHEMBL388183;nM;39.0;Cc1c(CCC(=O)O)c[nH]c1\C=C\2/C(=O)Nc3ccc(NC(=O)N)cc23;7.4089353929735005;354.132805056;3;5;2.32362;yes
309;CHEMBL1096291;nM;40.0;CCn1c(nc2c(nc(OCCN)cc12)C#CC(C)(C)O)c3nonc3N;7.397940008672037;371.17058753200007;10;3;0.5433000000000001;yes
311;CHEMBL2325997;nM;40.0;CC(NC(=O)C1(N)CCN(CC1)c2ncnc3[nH]ccc23)c4ccc(Cl)cc4;7.397940008672037;398.162187036;5;3;2.7864000000000013;yes
313;CHEMBL1097974;nM;40.0;CCn1c(nc2c(nc(CCCN)cc12)C#CC(C)(C)O)c3nonc3N;7.397940008672037;369.19132297600004;9;3;1.0971;yes
316;CHEMBL3699767;nM;41.0;NC(=O)c1cc(Br)cn2c(c3ccccc3)c(nc12)c4ccc(cc4)C5(N)CCC5;7.387216143280264;460.0898733920001;4;2;4.867600000000004;yes
319;CHEMBL2325995;nM;42.0;NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)NC(CCCN4CCOCC4)c5ccc(Cl)cc5;7.376750709602098;511.24625100799994;7;3;2.8789000000000007;yes
322;CHEMBL3703116;nM;44.0;NC(=O)\C=C\c1ccn2c(c3ccccc3)c(nc2c1)c4ccc(cc4)C5(N)CCC5;7.356547323513813;408.195011388;4;2;4.504700000000003;yes
325;CHEMBL598439;nM;44.0;NC1(Cc2ccccc2Cl)CCN(CC1)c3ncnc4[nH]ccc34;7.356547323513813;341.14072332;4;2;3.1517000000000017;yes
326;CHEMBL228803;nM;45.0;NC(=O)Nc1ccc2NC(=O)\C(=C/c3cc(c[nH]3)c4cccc(c4)C(=O)O)\c2c1;7.346787486224656;388.11715499199994;3;5;3.3632000000000017;yes
327;CHEMBL2325737;nM;46.0;NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)NC(CO)c4ccc(Cl)cc4;7.337242168318426;414.15710165599995;6;4;1.7587999999999997;yes
328;CHEMBL598438;nM;46.0;NC1(Cc2cccc(Cl)c2)CCN(CC1)c3ncnc4[nH]ccc34;7.337242168318426;341.14072332;4;2;3.1517000000000017;yes
329;CHEMBL3703118;nM;46.0;CCNC(=O)c1ccn2c(c3ccccc3)c(nc2c1)c4ccc(cc4)C5(N)CCC5;7.337242168318426;410.210661452;4;2;4.755900000000004;yes
330;CHEMBL3672499;nM;46.0;COc1cncc(c1)c2cnc3cc(c4ccccc4)c(nn23)c5ccc(cc5)C6(N)CCC6;7.337242168318426;447.20591042000007;6;1;5.471800000000005;yes
332;CHEMBL3699717;nM;46.0;NC1(CCC1)c2ccc(cc2)c3nc4cc(Br)ccn4c3c5ccccc5;7.337242168318426;417.08405974;3;1;5.768700000000004;yes
333;CHEMBL3699688;nM;47.0;COc1ccn2c(c3ccccc3)c(nc2c1)c4ccc(cc4)C5(N)CCC5;7.327902142064282;369.184112356;4;1;5.014800000000005;yes
335;CHEMBL3672067;nM;47.0;Cc1cn2cc(c3ccccc3)c(nc2n1)c4ccc(CN5CC(C5)c6n[nH]c(n6)c7ccccn7)cc4;7.327902142064282;498.22804283200014;7;1;5.151220000000003;yes
338;CHEMBL3703119;nM;48.0;NC1(CCC1)c2ccc(cc2)c3nc4cc(ccn4c3c5ccccc5)C(=O)NO;7.3187587626244115;398.174275944;5;3;4.125200000000002;yes
339;CHEMBL3703139;nM;49.0;COc1cc(cn2c(c3ccccc3)c(nc12)c4ccc(cc4)C5(N)CCC5)c6cnc[nH]6;7.309803919971486;435.20591042000007;5;2;5.404900000000005;yes
340;CHEMBL3699711;nM;50.0;NC1(CCC1)c2ccc(cc2)c3nc4cc(ccn4c3c5ccccc5)c6ccc(F)cc6;7.301029995663981;433.195425988;3;1;6.812300000000006;yes
341;CHEMBL1099298;nM;50.0;CCn1c(nc2c(nc(O[C@H](CCN)c3ccccc3)cc12)C#CC(C)(C)O)c4nonc4N;7.301029995663981;461.21753772400007;10;3;2.674700000000001;yes
342;CHEMBL1098944;nM;50.0;CCn1c(nc2c(nc(OC[C@@H](C)N)cc12)C#CC(C)(C)O)c3nonc3N;7.301029995663981;385.18623759600007;10;3;0.9318000000000002;yes
343;CHEMBL3679630;nM;50.0;CC(=N)N1C(=N)C=Cc2nc(c3ccc(cc3)C4(N)CCC4)c(cc12)c5ccccc5;7.301029995663981;407.2109958;5;3;5.0329400000000035;yes
344;CHEMBL3699770;nM;50.0;NC(=O)c1cc(cn2c(c3ccccc3)c(nc12)c4ccc(cc4)C5(N)CCC5)c6cn[nH]c6;7.301029995663981;448.20115938800006;5;3;4.495200000000002;yes
345;CHEMBL2035022;nM;50.0;NC(=O)c1ccn2c(c3ccccc3)c(nc2c1)c4ccc(cc4)C5(N)CCC5;7.301029995663981;382.179361324;4;2;4.105100000000002;yes
346;CHEMBL3703138;nM;50.0;CCc1cc(OC)c2nc(c3ccc(cc3)C4(N)CCC4)c(c5ccccc5)n2c1;7.301029995663981;397.215412484;4;1;5.577200000000005;yes
347;CHEMBL3703136;nM;51.0;COc1cc(Cl)cn2c(c3ccccc3)c(nc12)c4ccc(cc4)C5(N)CCC5;7.292429823902062;403.14514000400004;4;1;5.668200000000005;yes
348;CHEMBL3703140;nM;51.0;COc1cc(cn2c(c3ccccc3)c(nc12)c4ccc(cc4)C5(N)CCC5)c6ncc[nH]6;7.292429823902062;435.20591042000007;5;2;5.404900000000005;yes
349;CHEMBL437109;nM;51.0;NC(=O)Nc1ccc2NC(=O)\C(=C/c3cc(c[nH]3)c4cccc(F)c4)\c2c1;7.292429823902062;362.11790394;2;4;3.804100000000002;yes
351;CHEMBL3699686;nM;52.0;NC1(CCC1)c2ccc(cc2)c3nc4cc(ccn4c3c5ccccc5)C#N;7.2839966563652;364.16879664000004;4;1;4.877880000000004;yes
352;CHEMBL3703115;nM;52.0;COC(=O)\C=C\c1ccn2c(c3ccccc3)c(nc2c1)c4ccc(cc4)C5(N)CCC5;7.2839966563652;423.19467704000004;5;1;5.1924000000000055;yes
353;CHEMBL590957;nM;52.0;NC1(Cc2ccc(Cl)cc2Cl)CCN(CC1)c3ncnc4NC(=O)Nc34;7.2839966563652;392.09191455600006;5;3;2.4934000000000003;yes
354;CHEMBL3703114;nM;53.0;CNC(=O)c1ccn2c(c3ccccc3)c(nc2c1)c4ccc(cc4)C5(N)CCC5;7.275724130399211;396.195011388;4;2;4.365800000000003;yes
356;CHEMBL3699699;nM;53.0;CCc1ccn2c(c3ccccc3)c(nc2c1)c4ccc(cc4)C5(N)CCC5;7.275724130399211;367.20484780000004;3;1;5.568600000000005;yes
357;CHEMBL3699666;nM;54.0;NC1(CCC1)c2ccc(cc2)c3nc4nc(ccn4c3c5ccccc5)C6CC6;7.267606240177032;380.200096768;4;1;5.2786000000000035;yes
358;CHEMBL3699762;nM;55.0;Cc1c(C)c2nc(c3ccc(cc3)C4(N)CCC4)c(c5ccccc5)n2cc1c6ccn[nH]6;7.259637310505756;433.2266458640001;4;2;6.013140000000005;yes
360;CHEMBL3703120;nM;55.0;CC(=O)c1ccn2c(c3ccccc3)c(nc2c1)c4ccc(cc4)C5(N)CCC5;7.259637310505756;381.184112356;4;1;5.2088000000000045;yes
361;CHEMBL3703127;nM;56.0;NC1(CCC1)c2ccc(cc2)c3nc4ccc(cn4c3c5ccccc5)c6nn[nH]n6;7.251811972993798;407.18584367200015;6;2;4.186300000000003;yes
362;CHEMBL3699749;nM;56.0;Cc1cc(C)c2nc(c3ccc(cc3)C4(N)CCC4)c(c5ccccc5)n2c1;7.251811972993798;367.20484780000004;3;1;5.623040000000005;yes
364;CHEMBL228699;nM;57.0;Cc1[nH]c(\C=C\2/C(=O)Nc3ccc(NC(=O)N)cc23)c(C)c1CCC(=O)O;7.244125144327507;368.14845511999994;3;5;2.63204;yes
365;CHEMBL3672483;nM;58.0;COC(=O)c1cccc(c1)c2cnc3cc(c4ccccc4)c(nn23)c5ccc(cc5)C6(N)CCC6;7.236572006437062;474.2055760720001;6;1;5.854800000000005;yes
366;CHEMBL603675;nM;58.0;CC(C)(C)c1ccc(CC2(N)CCN(CC2)c3ccnc4[nH]ncc34)cc1;7.236572006437062;363.2422959280001;4;2;3.7958000000000025;yes
369;CHEMBL3699742;nM;60.0;NC1(CCC1)c2ccc(cc2)c3nc4cc(Cl)ccn4c3c5ccccc5;7.221848749616356;373.13457532;3;1;5.659600000000005;yes
370;CHEMBL3699754;nM;62.0;NC1(CCC1)c2ccc(cc2)c3nc4c(Cl)cc(Cl)cn4c3c5ccccc5;7.207608310501746;407.09560296800004;3;1;6.313000000000004;yes
371;CHEMBL1098241;nM;63.0;CCn1c(nc2c(nc(CN)cc12)C#CC(C)(C)O)c3nonc3N;7.200659450546419;341.16002284800004;9;3;0.6644999999999999;yes
372;CHEMBL524998;nM;63.0;COc1ccc(C[C@@H](CN)NC(=O)c2cc(Br)c(s2)c3ccnc4[nH]ccc34)cc1;7.200659450546419;484.05685901200013;5;3;4.362300000000002;yes
373;CHEMBL594523;nM;63.0;Cc1nc(c2cocc2)c(cc1OC[C@@H](N)Cc3c[nH]c4ccccc34)c5cnc6[nH]nc(C)c6n5;7.200659450546419;479.2069730400001;7;3;4.721840000000003;yes
374;CHEMBL1099281;nM;63.0;CCn1c(nc2c(nc(OC[C@H](C)N)cc12)C#CC(C)(C)O)c3nonc3N;7.200659450546419;385.18623759600007;10;3;0.9318000000000002;yes
375;CHEMBL3703137;nM;64.0;COc1cc(OC)c2nc(c3ccc(cc3)C4(N)CCC4)c(c5ccccc5)n2c1;7.1938200260161125;399.19467704000004;5;1;5.023400000000003;yes
376;CHEMBL3699712;nM;64.0;COC(=O)c1ccn2c(c3ccccc3)c(nc2c1)c4ccc(cc4)C5(N)CCC5;7.1938200260161125;397.17902697600005;5;1;4.792800000000004;yes
378;CHEMBL3667042;nM;65.0;Cc1nc2nc(c3ccc(CN4CC(C4)c5nnc([nH]5)c6ccccn6)cc3)c(cn2n1)c7ccccc7;7.187086643357143;499.2232918000001;8;1;4.5462200000000035;yes
379;CHEMBL2177373;nM;66.0;C[C@@H]1C[C@@H](O)c2ncnc(N3CCN(CC3)C(=O)[C@H](CN)c4ccc(Cl)cc4)c12;7.180456064458131;415.177502752;6;2;2.0617000000000005;yes
380;CHEMBL3699697;nM;66.0;NC(=O)c1ccc2nc(c3ccc(cc3)C4(N)CCC4)c(c5ccccc5)n2c1;7.180456064458131;382.179361324;4;2;4.105100000000002;yes
381;CHEMBL3699727;nM;67.0;NC1(CCC1)c2ccc(cc2)c3nc4ccc(cn4c3c5ccccc5)C(=O)O;7.173925197299173;383.163376912;4;2;4.704400000000003;yes
382;CHEMBL3672493;nM;67.0;NC1(CCC1)c2ccc(cc2)c3nn4c(cnc4cc3c5ccccc5)c6cn[nH]c6;7.173925197299173;406.19059470400003;5;2;4.791300000000003;yes
383;CHEMBL455071;nM;68.0;CN(C)CCN1CCN(CC1)c2ncc3cc(c4ccccc4)c(nc3n2)c5ccc(CN6CCC(CC6)c7nnc([nH]7)c8cc[n+]([O-])cc8)cc5;7.167491087293763;695.3808550600002;10;1;4.840500000000004;yes
384;CHEMBL3672492;nM;68.0;NC(=O)c1cccc(c1)c2cnc3cc(c4ccccc4)c(nn23)c5ccc(cc5)C6(N)CCC6;7.167491087293763;459.20591042000007;5;2;5.167100000000004;yes
385;CHEMBL3703135;nM;69.0;CC(=O)c1ccc2nc(c3ccc(cc3)C4(N)CCC4)c(c5ccccc5)n2c1;7.161150909262744;381.184112356;4;1;5.2088000000000045;yes
386;CHEMBL603244;nM;69.0;NC1(CNC(=O)c2ccc(Cl)cc2)CCN(CC1)c3ncnc4[nH]ccc34;7.161150909262744;384.1465369720001;5;3;2.3390000000000004;yes
390;CHEMBL598841;nM;70.0;CC(C)(C)c1ccc(CC2(N)CCN(CC2)c3ncnc4NC(=O)Nc34)cc1;7.154901959985742;380.232459516;5;3;2.4840999999999998;yes
391;CHEMBL3672496;nM;70.0;NC1(CCC1)c2ccc(cc2)c3nn4c(cnc4cc3c5ccccc5)c6ccn[nH]6;7.154901959985742;406.19059470400003;5;2;4.791300000000003;yes
392;CHEMBL3703102;nM;70.0;CCOc1ccc2nc(c3ccc(cc3)C4(N)CCC4)c(c5ccccc5)n2c1;7.154901959985742;383.19976242;4;1;5.404900000000004;yes
393;CHEMBL261034;nM;71.0;NC(C1CCN(CC1)c2ncnc3[nH]cnc23)c4ccc(Cl)cc4;7.1487416512809245;342.135972288;5;2;2.9227;yes
394;CHEMBL3699751;nM;73.0;NC1(CCC1)c2ccc(cc2)c3nc4c(F)cc(F)cn4c3c5ccccc5;7.136677139879544;375.15470404800004;3;1;5.284400000000004;yes
396;CHEMBL3703117;nM;75.0;COC(=O)CCc1ccn2c(c3ccccc3)c(nc2c1)c4ccc(cc4)C5(N)CCC5;7.1249387366083;425.21032710400004;5;1;5.111800000000004;yes
397;CHEMBL3703151;nM;76.0;COc1cc(C=C)cn2c(c3ccccc3)c(nc12)c4ccc(cc4)C5(N)CCC5;7.1191864077192095;395.19976242;4;1;5.657800000000005;yes
399;CHEMBL1098943;nM;79.0;CCn1c(nc2c(nc(OCCNC)cc12)C#CC(C)(C)O)c3nonc3N;7.102372908709557;385.18623759600007;10;3;0.8039999999999998;yes
400;CHEMBL3699743;nM;79.0;NC1(CCC1)c2ccc(cc2)c3nc4cc(F)ccn4c3c5ccccc5;7.102372908709557;357.16412586;3;1;5.145300000000003;yes
404;CHEMBL3672484;nM;81.0;NC1(CCC1)c2ccc(cc2)c3nn4c(cnc4cc3c5ccccc5)c6ccc(F)cc6;7.091514981121351;434.190674956;4;1;6.2073000000000045;yes
406;CHEMBL3703161;nM;82.0;COC(=O)COc1ccn2c(c3ccccc3)c(nc2c1)c4ccc(cc4)C5(N)CCC5;7.086186147616282;427.1895916600001;6;1;4.5580000000000025;yes
407;CHEMBL3672480;nM;82.0;NC1(CCC1)c2ccc(cc2)c3nn4c(cnc4cc3c5ccccc5)c6cccc(c6)C#N;7.086186147616282;441.19534573600004;5;1;5.939880000000005;yes
410;CHEMBL602236;nM;84.0;NC1(Cc2ccccc2OC(F)(F)F)CCN(CC1)c3ncnc4[nH]ccc34;7.075720713938117;391.16199492000004;5;2;3.3969000000000014;yes
411;CHEMBL3699709;nM;85.0;NC1(CCC1)c2ccc(cc2)c3nc4nc(Oc5ccccc5)ccn4c3c6ccccc6;7.070581074285707;432.195011388;5;1;6.193500000000005;yes
413;CHEMBL3956697;nM;86.0;COC(=O)c1cn2c(c3ccccc3)c(nc2c(OC)n1)c4ccc(cc4)C5(N)CCC5;7.0655015487564325;428.184840628;7;1;4.196400000000002;yes
415;CHEMBL3703131;nM;88.0;NC1(CCC1)c2ccc(cc2)c3nc4ccc(Cl)cn4c3c5ccccc5;7.055517327849832;373.13457532;3;1;5.659600000000005;yes
416;CHEMBL605212;nM;90.0;NC1(Cc2ccc(F)cc2Cl)CCN(CC1)c3ncnc4[nH]ccc34;7.045757490560675;359.13130150800004;4;2;3.2908000000000017;yes
418;CHEMBL3699773;nM;91.0;Cc1c(C)c2nc(c3ccc(cc3)C4(N)CCC4)c(c5ccccc5)n2cc1C(=O)N;7.040958607678906;410.210661452;4;2;4.721940000000003;yes
420;CHEMBL3672490;nM;92.0;NC1(CCC1)c2ccc(cc2)c3nn4c(cnc4cc3c5ccccc5)c6ccc(F)c(CO)c6;7.036212172654443;464.20123964;5;2;5.699600000000005;yes
421;CHEMBL3703147;nM;92.0;CC(=O)Nc1ccc2nc(c3ccc(cc3)C4(N)CCC4)c(c5ccccc5)n2c1;7.036212172654443;396.195011388;4;2;4.964600000000003;yes
422;CHEMBL3703144;nM;92.0;NC(=O)Nc1ccn2c(c3ccccc3)c(nc2c1)c4ccc(cc4)C5(N)CCC5;7.036212172654443;397.19026035600007;4;3;4.496800000000003;yes
423;CHEMBL3699756;nM;93.0;NC1(CCC1)c2ccc(cc2)c3nc4cc(Cl)c(Cl)cn4c3c5ccccc5;7.031517051446066;407.09560296800004;3;1;6.313000000000004;yes
424;CHEMBL3699668;nM;94.0;Cc1ccccc1c2ccn3c(c4ccccc4)c(nc3n2)c5ccc(cc5)C6(N)CCC6;7.0268721464003026;430.21574683200004;4;1;6.376620000000006;yes
426;CHEMBL3703143;nM;95.0;CC(=O)Nc1ccn2c(c3ccccc3)c(nc2c1)c4ccc(cc4)C5(N)CCC5;7.022276394711152;396.195011388;4;2;4.9646000000000035;yes
427;CHEMBL2325994;nM;96.0;NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)NC(CCCN4CCCC4)c5ccc(Cl)cc5;7.017728766960431;495.25133638799997;6;3;3.6425000000000027;yes
429;CHEMBL3932688;nM;97.0;NC(=O)c1cn2c(c3ccccc3)c(nc2cn1)c4ccc(cc4)C5(N)CCC5;7.013228265733755;383.17461029200007;5;2;3.5001000000000015;yes
430;CHEMBL3703163;nM;97.0;CN(C)C(=O)COc1ccn2c(c3ccccc3)c(nc2c1)c4ccc(cc4)C5(N)CCC5;7.013228265733755;440.221226136;5;1;4.473200000000003;yes
432;CHEMBL3703125;nM;97.0;Cn1cncc1c2ccc3nc(c4ccc(cc4)C5(N)CCC5)c(c6ccccc6)n3c2;7.013228265733755;419.21099580000003;5;1;5.406700000000004;yes
433;CHEMBL503652;nM;98.0;CN(C)CCN1CCN(CC1)c2ncc3cc(c4ccccc4)c(nc3n2)c5ccc(CN6CCC(CC6)c7nnc([nH]7)C8=CNC(=O)C=C8)cc5;7.008773924307505;695.3808550600002;10;2;4.895400000000004;yes
434;CHEMBL3672084;nM;100.0;CSc1nc2nc(c3ccc(CN4CC(C4)c5n[nH]c(n5)c6ccccn6)cc3)c(cn2n1)c7ccccc7;7.0;531.1953628000001;9;1;4.959700000000003;yes
435;CHEMBL3699775;nM;100.0;Cc1cc(cn2c(c3ccccc3)c(nc12)c4ccc(cc4)C5(N)CCC5)c6cn[nH]c6;7.0;419.2109958000001;4;2;5.704720000000005;yes
436;CHEMBL3699695;nM;101.0;NC1(CCC1)c2ccc(cc2)c3nc4ccc(Br)cn4c3c5ccccc5;6.995678626217357;417.08405974;3;1;5.768700000000004;yes
438;CHEMBL3699714;nM;101.0;NC1(CCC1)c2ccc(cc2)c3nc4cc(ccn4c3c5ccccc5)C6CC6;6.995678626217357;379.20484780000004;3;1;5.883600000000004;yes
439;CHEMBL3699753;nM;102.0;CCOC(=O)c1cc(Br)c2nc(c3ccc(cc3)C4(N)CCC4)c(c5ccccc5)n2c1;6.991399828238082;489.10518910800005;5;1;5.945400000000006;yes
440;CHEMBL3672089;nM;102.0;CS(=O)(=O)c1nc2nc(c3ccc(CN4CCC(CC4)c5n[nH]c(n5)c6ccccn6)cc3)c(cn2n1)c7ccccc7;6.991399828238082;591.2164921680002;10;1;4.4215000000000035;yes
441;CHEMBL3699698;nM;106.0;CCOc1cccn2c(c3ccccc3)c(nc12)c4ccc(cc4)C5(N)CCC5;6.9746941347352305;383.19976242;4;1;5.404900000000005;yes
442;CHEMBL3672508;nM;106.0;NC1(CCC1)c2ccc(cc2)c3nn4c(c(Cl)nc4cc3c5ccccc5)c6ccc(F)cc6;6.9746941347352305;468.151702604;4;1;6.860700000000006;yes
446;CHEMBL3699755;nM;108.0;COc1ccn2c(c3ccccc3)c(nc2c1C#N)c4ccc(cc4)C5(N)CCC5;6.966576244513051;394.179361324;5;1;4.886480000000005;yes
448;CHEMBL3699758;nM;109.0;Cc1cc(Br)c2nc(c3ccc(cc3)C4(N)CCC4)c(c5ccccc5)n2c1;6.962573502059376;431.09970980400004;3;1;6.077120000000006;yes
449;CHEMBL3672498;nM;110.0;CCOC(=O)c1cncc(c1)c2cnc3cc(c4ccccc4)c(nn23)c5ccc(cc5)C6(N)CCC6;6.9586073148417755;489.2164751040001;7;1;5.639900000000006;yes
450;CHEMBL3699772;nM;112.0;NC(=O)c1cc(cn2c(c3ccccc3)c(nc12)c4ccc(cc4)C5(N)CCC5)c6cccnc6;6.950781977329817;459.20591042000007;5;2;5.167100000000004;yes
451;CHEMBL3672495;nM;115.0;COC(=O)c1ccc(cn1)c2cnc3cc(c4ccccc4)c(nn23)c5ccc(cc5)C6(N)CCC6;6.939302159646387;475.2008250400001;7;1;5.249800000000005;yes
452;CHEMBL3703124;nM;115.0;NC1(CCC1)c2ccc(cc2)c3nc4ccc(cn4c3c5ccccc5)c6cn[nH]c6;6.939302159646387;405.1953457360001;4;2;5.3963000000000045;yes
454;CHEMBL3699689;nM;116.0;CNC(=O)c1ccc2nc(c3ccc(cc3)C4(N)CCC4)c(c5ccccc5)n2c1;6.935542010773082;396.195011388;4;2;4.365800000000003;yes
456;CHEMBL3699736;nM;116.0;COC(=O)c1cc(Cl)c2nc(c3ccc(cc3)C4(N)CCC4)c(c5ccccc5)n2c1;6.935542010773082;431.140054624;5;1;5.446200000000005;yes
457;CHEMBL3699735;nM;118.0;NC1(CCC1)c2ccc(cc2)c3nc4ccc(cn4c3c5ccccc5)C(=O)NO;6.928117992693874;398.174275944;5;3;4.125200000000002;yes
458;CHEMBL1258330;nM;118.0;N[C@H](Cc1ccc(Cl)cc1)C(=O)N2CCN(CC2)c3ncnc4ccccc34;6.928117992693874;395.15128800400004;5;1;2.5018000000000002;yes
459;CHEMBL3672073;nM;118.0;COc1nn2cc(c(nc2c1CO)c3ccc(CN4CC(C4)c5n[nH]c(n5)c6ccccn6)cc3)c7c(F)cccc7F;6.928117992693874;580.2146785120001;9;2;4.621900000000004;yes
460;CHEMBL3672491;nM;118.0;NC(=O)c1ccc(cc1)c2cnc3cc(c4ccccc4)c(nn23)c5ccc(cc5)C6(N)CCC6;6.928117992693874;459.20591042000007;5;2;5.167100000000004;yes
461;CHEMBL3699771;nM;119.0;NC(=O)c1cc(cn2c(c3ccccc3)c(nc12)c4ccc(cc4)C5(N)CCC5)c6ccn[nH]6;6.924453038607469;448.20115938800006;5;3;4.495200000000002;yes
462;CHEMBL3699680;nM;120.0;COc1ccn2c(c3ccccc3)c(nc2n1)c4ccc(cc4)C5(N)CCC5;6.920818753952375;370.179361324;5;1;4.409800000000003;yes
463;CHEMBL3672487;nM;123.0;NC1(CCC1)c2ccc(cc2)c3nn4c(cnc4cc3c5ccccc5)c6ccc(CO)cc6;6.910094888560603;446.21066145199995;5;2;5.5605000000000055;yes
464;CHEMBL3699691;nM;124.0;COc1cccn2c(c3ccccc3)c(nc12)c4ccc(cc4)C5(N)CCC5;6.9065783148377635;369.184112356;4;1;5.014800000000005;yes
465;CHEMBL3672092;nM;124.0;OCc1cn2cc(c3ccccc3)c(nc2n1)c4ccc(CN5CC(C5)c6n[nH]c(n6)c7ccccn7)cc4;6.9065783148377635;514.2229574520002;8;2;4.335100000000002;yes
467;CHEMBL512135;nM;125.0;NCC(NC(=O)c1cc(Br)c(s1)c2ccnc3[nH]ccc23)c4ccccc4;6.903089986991943;440.0306442640001;4;3;4.483700000000002;yes
470;CHEMBL3699777;nM;129.0;Cc1cc(cn2c(c3ccccc3)c(nc12)c4ccc(cc4)C5(N)CCC5)c6cccnc6;6.889410289700751;430.21574683200004;4;1;6.376620000000006;yes
471;CHEMBL2325740;nM;130.0;COCCC(NC(=O)C1(N)CCN(CC1)c2ncnc3[nH]ccc23)c4ccc(Cl)cc4;6.886056647693162;442.18840178400006;6;3;2.8030000000000017;yes
472;CHEMBL2177825;nM;130.0;Nc1ncccc1c2nc3cc(Br)cnc3n2c4ccc(CNC(=O)c5ccccc5)cc4;6.886056647693162;498.08037132800007;6;2;4.757200000000003;yes
474;CHEMBL3968885;nM;130.0;CCOC(=O)c1cn2c(c3ccccc3)c(nc2cn1)c4ccc(cc4)C5(N)CCC5;6.886056647693162;412.189926008;6;1;4.577900000000003;yes
475;CHEMBL594755;nM;130.0;Cc1occc1c2nc(N)c(OC[C@@H](N)Cc3ccccc3)cc2c4cnc5[nH]nc(C)c5n4;6.886056647693162;455.2069730400001;8;3;3.8227400000000022;yes
476;CHEMBL3703162;nM;132.0;NC(=O)COc1ccn2c(c3ccccc3)c(nc2c1)c4ccc(cc4)C5(N)CCC5;6.8794260687941495;412.189926008;5;2;3.870300000000002;yes
477;CHEMBL3703166;nM;134.0;NC1(CCC1)c2ccc(cc2)c3nc4ccc(OC[N+]#[C-])cn4c3c5ccccc5;6.872895201635193;394.179361324;4;1;5.261790000000004;yes
478;CHEMBL3703133;nM;134.0;NC(=O)\C=C\c1ccc2nc(c3ccc(cc3)C4(N)CCC4)c(c5ccccc5)n2c1;6.872895201635193;408.195011388;4;2;4.504700000000003;yes
479;CHEMBL3703164;nM;135.0;NC1(CCC1)c2ccc(cc2)c3nc4cc(OC[N+]#[C-])ccn4c3c5ccccc5;6.8696662315049934;394.179361324;4;1;5.261790000000004;yes
480;CHEMBL3672482;nM;136.0;NC1(CCC1)c2ccc(cc2)c3nn4c(cnc4cc3c5ccccc5)c6ccc(cc6)C#N;6.866461091629782;441.19534573600004;5;1;5.939880000000005;yes
482;CHEMBL3699708;nM;138.0;NC1(CCC1)c2ccc(cc2)c3nc4nc(OC5CCCCC5)ccn4c3c6ccccc6;6.860120913598763;438.24196158;5;1;6.112700000000006;yes
483;CHEMBL3699707;nM;139.0;CC(C)Oc1ccn2c(c3ccccc3)c(nc2n1)c4ccc(cc4)C5(N)CCC5;6.856985199745905;398.210661452;5;1;5.188400000000005;yes
486;CHEMBL3703134;nM;142.0;CCOC(=O)c1ccc2nc(c3ccc(cc3)C4(N)CCC4)c(c5ccccc5)n2c1;6.847711655616944;411.19467704000004;5;1;5.182900000000004;yes
488;CHEMBL3699730;nM;144.0;NC1(CCC1)c2ccc(cc2)c3nc4ccc(cn4c3c5ccccc5)C(=O)NCCF;6.84163750790475;428.20123964000004;4;2;4.705500000000003;yes
490;CHEMBL449200;nM;146.0;OCCN1CCN(CC1)c2ncc3cc(c4ccccc4)c(nc3n2)c5ccc(CN6CCC(CC6)c7nnc([nH]7)c8cc[n+]([O-])cc8)cc5;6.835647144215562;668.3335705200001;10;2;4.271200000000003;yes
491;CHEMBL3699677;nM;146.0;CNC(=O)Nc1ccn2c(c3ccccc3)c(nc2c1)c4ccc(cc4)C5(N)CCC5;6.835647144215562;411.20591042000007;4;3;4.757500000000003;yes
492;CHEMBL3699682;nM;148.0;CCCOc1ccn2c(c3ccccc3)c(nc2n1)c4ccc(cc4)C5(N)CCC5;6.8297382846050425;398.210661452;5;1;5.190000000000005;yes
493;CHEMBL3672488;nM;151.0;NC1(CCC1)c2ccc(cc2)c3nn4c(cnc4cc3c5ccccc5)c6ccc(cc6)S(=O)(=O)N;6.82102305270683;495.17289604;6;2;4.715600000000004;yes
494;CHEMBL3699665;nM;153.0;Cc1ccn2c(c3ccccc3)c(nc2n1)c4ccc(cc4)C5(N)CCC5;6.815308569182402;354.18444670400004;4;1;4.709620000000004;yes
