,molecule_chembl_id,units,IC50,smiles,pIC50
166,CHEMBL595459,nM,13.0,Cc1occc1c2nc(N)c(OC[C@@H](N)Cc3c[nH]c4ccccc34)cc2c5cc6c(C)n[nH]c6cn5,7.886056647693163
167,CHEMBL521642,nM,13,CCn1c(nc2c(ncc(OC[C@@H]3CCCNC3)c12)C#CC(C)(C)O)c4nonc4N,7.886056647693163
168,CHEMBL494088,nM,13.0,CCn1c(nc2c(ncc(OCC3CCNC3)c12)C#CC(C)(C)O)c4nonc4N,7.886056647693163
169,CHEMBL494089,nM,13.0,CCn1c(nc2c(ncc(OC[C@H]3CCCNC3)c12)C#CC(C)(C)O)c4nonc4N,7.886056647693163
170,CHEMBL3699674,nM,13,NC1(CCC1)c2ccc(cc2)c3nc4cc(ccn4c3c5ccccc5)n6cccn6,7.886056647693163
171,CHEMBL2325729,nM,13,NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)N[C@@H](CCN4CCCCC4)c5ccc(Cl)cc5,7.886056647693163
172,CHEMBL3931748,nM,14,COc1nc(cn2c(c3ccccc3)c(nc12)c4ccc(cc4)C5(N)CCC5)C(=O)N,7.853871964321762
173,CHEMBL2177381,nM,14,CC(C)NC[C@@H](C(=O)N1CCN(CC1)c2ncnc3[C@H](F)C[C@@H](C)c23)c4ccc(Cl)cc4,7.853871964321762
174,CHEMBL3672090,nM,14,COC(=O)c1cn2cc(c3ccccc3)c(nc2n1)c4ccc(CN5CC(C5)c6n[nH]c(n6)c7cccc(C)n7)cc4,7.853871964321762
175,CHEMBL228749,nM,14,NC(=O)Nc1ccc2NC(=O)\C(=C/c3cc(c[nH]3)C(=O)NCCc4cnc[nH]4)\c2c1,7.853871964321762
176,CHEMBL3672032,nM,14,CC(C)c1nc2nc(c3ccc(CN4CC(C4)c5n[nH]c(n5)c6cccc(C)n6)cc3)c(cn2n1)c7ccccc7,7.853871964321762
177,CHEMBL3672066,nM,14,Brc1cnc2nc(c3ccc(CN4CC(C4)c5n[nH]c(n5)c6ccccn6)cc3)c(cn12)c7ccccc7,7.853871964321762
178,CHEMBL2325992,nM,14,CN(C)CCC(NC(=O)C1(N)CCN(CC1)c2ncnc3[nH]ccc23)c4ccc(Cl)cc4,7.853871964321762
179,CHEMBL597183,nM,14,NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)NCc4ccc(F)cc4,7.853871964321762
180,CHEMBL593374,nM,15.0,Cc1occc1c2nc(N)c(OC[C@@H](N)Cc3c[nH]c4ccccc34)cc2c5ccc6[nH]nc(C)c6c5,7.823908740944319
181,CHEMBL3699757,nM,15,Cc1c(Cl)cn2c(c3ccccc3)c(nc2c1Br)c4ccc(cc4)C5(N)CCC5,7.823908740944319
182,CHEMBL2177366,nM,15,C[C@@H]1C[C@@H](O)c2ncnc(N3CCN(CC3)C(=O)[C@H](CNC4CCOCC4)c5ccc(Cl)cc5)c12,7.823908740944319
183,CHEMBL597819,nM,15,COc1cccc(CC2(N)CCN(CC2)c3ncnc4[nH]ccc34)c1,7.823908740944319
184,CHEMBL593375,nM,15.0,Cc1occc1c2nc(N)c(OC[C@@H](N)Cc3c[nH]c4ccccc34)cc2c5cnc6[nH]nc(C)c6c5,7.823908740944319
185,CHEMBL2177827,nM,15.0,CC(=O)Nc1cccc(c1)c2ccc3nc(c4cccnc4N)n(c5ccc(CC(=O)Nc6ccccc6)cc5)c3n2,7.823908740944319
186,CHEMBL594072,nM,15.0,Cc1occc1c2nc(N)c(OC[C@@H](N)Cc3c([nH]c4ccccc34)C(=O)N)cc2c5cnc6[nH]nc(C)c6n5,7.823908740944319
187,CHEMBL2325993,nM,15,CN(C)CCCC(NC(=O)C1(N)CCN(CC1)c2ncnc3[nH]ccc23)c4ccc(Cl)cc4,7.823908740944319
188,CHEMBL3672038,nM,16,Cc1cccc(n1)c2nc(n[nH]2)C3CN(Cc4ccc(cc4)c5nc6nc(C)cn6cc5c7ccccc7)C3,7.795880017344075
189,CHEMBL260358,nM,16,NCC1(CCN(CC1)c2ncnc3[nH]cnc23)c4ccc(Cl)cc4,7.795880017344075
190,CHEMBL604917,nM,16,NC1(Cc2cc(Cl)ccc2Cl)CCN(CC1)c3ncnc4[nH]ccc34,7.795880017344075
191,CHEMBL453586,nM,16,CC(=O)N1CCN(CC1)c2ncc3cc(c4ccccc4)c(nc3n2)c5ccc(CN6CCC(CC6)c7nnc([nH]7)c8ccccn8)cc5,7.795880017344075
192,CHEMBL1098316,nM,16,CCn1c(nc2c(nc(CNC)cc12)C#CC(C)(C)O)c3nonc3N,7.795880017344075
193,CHEMBL1099297,nM,16,CCn1c(nc2c(nc(O[C@@H](CCN)c3ccccc3)cc12)C#CC(C)(C)O)c4nonc4N,7.795880017344075
194,CHEMBL3672082,nM,16,CC(C)Nc1c(c2ccccc2)c(nc3nc(nn13)c4ccccn4)c5ccc(CN6CC(C6)c7n[nH]c(n7)c8cccc(C)n8)cc5,7.795880017344075
195,CHEMBL446966,nM,16,COc1ccc(cn1)c2nnc([nH]2)C3CCN(Cc4ccc(cc4)c5nc6C=CNC(=O)c6cc5c7ccccc7)CC3,7.795880017344075
196,CHEMBL3672045,nM,17,Cc1nc2nc(c3ccc(CN4CC(C4)c5n[nH]c(n5)c6ccccn6)cc3)c(c(C)n2n1)c7ccccc7,7.769551078621726
197,CHEMBL3672060,nM,17,Cc1cccc(n1)c2nc(n[nH]2)C3CCN(Cc4ccc(cc4)c5nc6nccn6cc5c7ccc(F)cc7)CC3,7.769551078621726
198,CHEMBL3672065,nM,17,Cc1cccc(n1)c2nc(n[nH]2)C3CCN(Cc4ccc(cc4)c5nc6nccn6cc5c7ccccc7F)CC3,7.769551078621726
199,CHEMBL3672091,nM,17,COC(=O)c1cn2cc(c3ccccc3)c(nc2n1)c4ccc(CN5CC(C5)c6n[nH]c(n6)c7ccccn7)cc4,7.769551078621726
200,CHEMBL228750,nM,17,NC(=O)Nc1ccc2NC(=O)\C(=C/c3cc(c[nH]3)C(=O)NCCc4ccncc4)\c2c1,7.769551078621726
201,CHEMBL3699728,nM,17,COc1cc(Br)cn2c(c3ccccc3)c(nc12)c4ccc(cc4)C5(N)CCC5,7.769551078621726
202,CHEMBL2177377,nM,17,COCCNC[C@@H](C(=O)N1CCN(CC1)c2ncnc3[C@H](O)C[C@@H](C)c23)c4ccc(Cl)cc4,7.769551078621726
203,CHEMBL2177372,nM,17,CC(C)NC[C@@H](C(=O)N1CCN(CC1)c2ncnc3[C@H](O)C[C@@H](C)c23)c4ccc(Cl)c(F)c4,7.769551078621726
204,CHEMBL603680,nM,18,NC1(Cc2ccc(Cl)c(Cl)c2)CCN(CC1)c3ncnc4[nH]ccc34,7.7447274948966935
205,CHEMBL3672026,nM,18,Cc1cccc(n1)c2nc(n[nH]2)C3CN(Cc4ccc(cc4)c5nc6ncc(C)n6cc5c7ccccc7)C3,7.7447274948966935
206,CHEMBL2177390,nM,18,CC(C)NC[C@@H](C(=O)N1CCN(CC1)c2ncnc3[C@H](O)C[C@@H](C)c23)c4ccc(Cl)cc4,7.7447274948966935
207,CHEMBL2177836,nM,18.0,CC(=O)Nc1cccc(c1)c2ccc3nc(c4cccnc4N)n(c5ccc(CNC(=O)c6cccc(F)c6)cc5)c3n2,7.7447274948966935
208,CHEMBL2177364,nM,18,C[C@@H]1C[C@@H](O)c2ncnc(N3CCN(CC3)C(=O)[C@H](CNC4CCCCC4)c5ccc(Cl)cc5)c12,7.7447274948966935
209,CHEMBL3672072,nM,19,CNc1c(c2ccccc2)c(nc3nc(C)cn13)c4ccc(CN5CC(C5)c6n[nH]c(n6)c7cccc(C)n7)cc4,7.721246399047171
210,CHEMBL597818,nM,19,NC1(Cc2cccc(OC(F)(F)F)c2)CCN(CC1)c3ncnc4[nH]ccc34,7.721246399047171
211,CHEMBL3672042,nM,19,CCc1cnn2cc(c3ccccc3)c(nc12)c4ccc(CN5CC(C5)c6n[nH]c(n6)c7cccc(C)n7)cc4,7.721246399047171
212,CHEMBL595944,nM,19.0,Cc1occc1c2nc(N)c(OC[C@@H](N)Cc3c[nH]c4ccccc34)cc2c5cnc6[nH]nc(C)c6n5,7.721246399047171
213,CHEMBL442227,nM,19,COc1cccc(c1)c2c[nH]c(\C=C\3/C(=O)Nc4ccc(NC(=O)N)cc34)c2,7.721246399047171
214,CHEMBL3703106,nM,19,NC1(CCC1)c2ccc(cc2)c3nc4cc(ccn4c3c5ccccc5)c6ccccn6,7.721246399047171
215,CHEMBL2325743,nM,20,C[C@H](NC(=O)C1(N)CCN(CC1)c2ncnc3[nH]ccc23)c4ccc(Cl)cc4,7.698970004336019
216,CHEMBL597415,nM,20,NC1(Cc2c(Cl)cccc2Cl)CCN(CC1)c3ncnc4[nH]ccc34,7.698970004336019
217,CHEMBL228133,nM,20.0,Clc1ccc(cc1)C2(CCNCC2)c3ccc(cc3)c4ncnc5[nH]cnc45,7.698970004336019
218,CHEMBL442229,nM,20,NC(=O)Nc1ccc2NC(=O)\C(=C/c3ccc[nH]3)\c2c1,7.698970004336019
219,CHEMBL453510,nM,20.0,CCn1c(nc2c(ncc(OCCN)c12)C#CC(C)(C)O)c3nonc3N,7.698970004336019
220,CHEMBL574646,nM,20.0,O=C1\C(=C\c2ccccn2)\CNC/C/1=C\c3ccccn3,7.698970004336019
221,CHEMBL1096634,nM,20,CCn1c(nc2c(nc(OC[C@H](N)c3ccccc3)cc12)C#CC(C)(C)O)c4nonc4N,7.698970004336019
222,CHEMBL1096626,nM,20,CCn1c(nc2c(nc(OC[C@@H](N)c3ccccc3)cc12)C#CC(C)(C)O)c4nonc4N,7.698970004336019
223,CHEMBL1098939,nM,20,CCn1c(nc2c(nc(OC[C@@H](N)Cc3ccccc3)cc12)C#CC(C)(C)O)c4nonc4N,7.698970004336019
224,CHEMBL3672048,nM,21,CNc1c(c2ccccc2)c(nc3nc(C)nn13)c4ccc(CN5CC(C5)c6n[nH]c(n6)c7cccc(C)n7)cc4,7.6777807052660805
225,CHEMBL444136,nM,21,O=C1NC=Cc2nc(c3ccc(CN4CCC(CC4)c5nnc([nH]5)c6cnccn6)cc3)c(cc12)c7ccccc7,7.6777807052660805
226,CHEMBL228751,nM,21,NC(=O)Nc1ccc2NC(=O)\C(=C/c3cc(c[nH]3)c4ccccc4)\c2c1,7.6777807052660805
227,CHEMBL210390,nM,21,N[C@H](COc1cncc(c1)c2ccc3cnc(N)cc3c2)Cc4c[nH]c5ccccc45,7.6777807052660805
228,CHEMBL3703109,nM,22,NC1(CCC1)c2ccc(cc2)c3nc4cc(ccn4c3c5ccccc5)c6cnc[nH]6,7.657577319177793
229,CHEMBL2177369,nM,22,C[C@@H]1C[C@@H](O)c2ncnc(N3CCN(CC3)C(=O)[C@H]([C@@H]4CCCCN4)c5ccc(Cl)cc5)c12,7.657577319177793
230,CHEMBL3699700,nM,22,NC1(CCC1)c2ccc(cc2)c3nc4cc(ccn4c3c5ccccc5)c6cn[nH]c6,7.657577319177793
231,CHEMBL2325738,nM,22,NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)NC(CCO)c4ccc(Cl)cc4,7.657577319177793
232,CHEMBL3703112,nM,22,CCOC(=O)c1ccn2c(c3ccccc3)c(nc2c1)c4ccc(cc4)C5(N)CCC5,7.657577319177793
233,CHEMBL3672497,nM,22,NC1(CCC1)c2ccc(cc2)c3nn4c(cnc4cc3c5ccccc5)c6ccc7cn[nH]c7c6,7.657577319177793
234,CHEMBL3703107,nM,23,NC1(CCC1)c2ccc(cc2)c3nc4cc(ccn4c3c5ccccc5)c6cc[nH]n6,7.638272163982407
235,CHEMBL502426,nM,23,CS(=O)(=O)N1CCN(CC1)c2ncc3cc(c4ccccc4)c(nc3n2)c5ccc(CN6CCC(CC6)c7nnc([nH]7)c8ccccn8)cc5,7.638272163982407
236,CHEMBL2325982,nM,23,CCC(NC(=O)C1(N)CCN(CC1)c2ncnc3[nH]ccc23)c4ccc(Cl)cc4,7.638272163982407
237,CHEMBL213618,nM,23,CNc1nccc(n1)c2ccc(s2)C(=O)N[C@H](CN)Cc3ccc(Cl)cc3Cl,7.638272163982407
238,CHEMBL2177362,nM,24,C[C@@H]1C[C@@H](O)c2ncnc(N3CCN(CC3)C(=O)[C@H](CNC4CCOCC4)c5ccc(Cl)c(F)c5)c12,7.619788758288394
239,CHEMBL2325739,nM,24,NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)NC(CCCO)c4ccc(Cl)cc4,7.619788758288394
240,CHEMBL3679629,nM,24,NC(=N)N1C(=N)C=Cc2nc(c3ccc(cc3)C4(N)CCC4)c(cc12)c5ccccc5,7.619788758288394
241,CHEMBL2177828,nM,24.0,CC(=O)Nc1cccc(c1)c2ccc3nc(c4cccnc4N)n(c5ccc(CC(=O)Nc6cccc(F)c6)cc5)c3n2,7.619788758288394
242,CHEMBL3699768,nM,24,NC(=O)c1cc(Br)c2nc(c3ccc(cc3)C4(N)CCC4)c(c5ccccc5)n2c1,7.619788758288394
243,CHEMBL596583,nM,25.0,Cc1occc1c2ncc(OC[C@@H](N)Cc3c[nH]c4ccccc34)cc2c5cnc6[nH]nc(C)c6n5,7.6020599913279625
244,CHEMBL470598,nM,25,NC[C@H](CC1CCCCC1)NC(=O)c2cc(Br)c(s2)c3ccnc4[nH]ccc34,7.6020599913279625
245,CHEMBL520788,nM,25,NC[C@H](Cc1ccccc1C(F)(F)F)NC(=O)c2cc(Br)c(s2)c3ccnc4[nH]ccc34,7.6020599913279625
246,CHEMBL259999,nM,25,NC1(Cc2ccc(Cl)cc2)CCN(CC1)c3ncnc4[nH]cnc34,7.6020599913279625
247,CHEMBL405384,nM,25,NC(C1CCN(CC1)c2ncnc3[nH]ccc23)c4ccc(Cl)cc4,7.6020599913279625
248,CHEMBL1095624,nM,25,CCn1c(nc2c(nc(CCN)cc12)C#CC(C)(C)O)c3nonc3N,7.6020599913279625
249,CHEMBL2177829,nM,25.0,Nc1ncccc1c2nc3ccc(nc3n2c4ccc(CC(=O)Nc5ccccc5)cc4)c6cccnc6,7.6020599913279625
250,CHEMBL260463,nM,25,NCC1(CCN(CC1)c2ccnc3[nH]ccc23)c4ccc(Cl)cc4,7.6020599913279625
251,CHEMBL1099276,nM,25,CCn1c(nc2c(nc(O[C@@H](CN)c3ccccc3)cc12)C#CC(C)(C)O)c4nonc4N,7.6020599913279625
252,CHEMBL1099290,nM,25,CCn1c(nc2c(nc(CN(C)C)cc12)C#CC(C)(C)O)c3nonc3N,7.6020599913279625
253,CHEMBL1099296,nM,25,CCn1c(nc2c(nc(O[C@H](CN)c3ccccc3)cc12)C#CC(C)(C)O)c4nonc4N,7.6020599913279625
254,CHEMBL597803,nM,25,CN(Cc1ccc(Cl)cc1)C(=O)C2(N)CCN(CC2)c3ncnc4[nH]ccc34,7.6020599913279625
255,CHEMBL598448,nM,25,NC1(Cc2cccc3ccccc23)CCN(CC1)c4ncnc5[nH]ccc45,7.6020599913279625
256,CHEMBL254099,nM,26,CSc1ncc2cc(c3ccccc3)c(nc2n1)c4ccc(CN5CCC(CC5)c6nnc([nH]6)c7ccccn7)cc4,7.585026652029182
257,CHEMBL446134,nM,26,O=C1NCCc2nc(c3ccc(CN4CCC(CC4)c5nnc([nH]5)c6ccccn6)cc3)c(cc12)c7ccccc7,7.585026652029182
258,CHEMBL597211,nM,27,CC(C)(C)c1ccc(CC2(N)CCN(CC2)c3ncnc4[nH]ccc34)cc1,7.568636235841012
259,CHEMBL228700,nM,27,CN(C)CCNC(=O)c1c[nH]c(\C=C\2/C(=O)Nc3ccc(NC(=O)N)cc23)c1,7.568636235841012
260,CHEMBL3672039,nM,27,Cc1cccc(n1)c2nc(n[nH]2)C3CN(Cc4ccc(cc4)c5nc6nc(nn6cc5c7ccc(F)cc7)C8CC8)C3,7.568636235841012
261,CHEMBL2177833,nM,27.0,Nc1ncccc1c2nc3cc(cnc3n2c4ccc(CNC(=O)c5cccc(F)c5)cc4)c6cccnc6,7.568636235841012
262,CHEMBL3703157,nM,28,NC(=O)c1cc(Cl)c2nc(c3ccc(cc3)C4(N)CCC4)c(c5ccccc5)n2c1,7.552841968657781
263,CHEMBL599848,nM,29,NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)NCc4ccc(OC(F)(F)F)cc4,7.537602002101044
264,CHEMBL2177370,nM,29,C[C@@H]1C[C@@H](O)c2ncnc(N3CCN(CC3)C(=O)[C@H]([C@@H]4COCCN4)c5ccc(Cl)cc5)c12,7.537602002101044
265,CHEMBL388184,nM,29,NC(=O)Nc1ccc2NC(=O)\C(=C/c3cc(c[nH]3)C(=O)NCCN4CCOCC4)\c2c1,7.537602002101044
266,CHEMBL3703113,nM,29,NC1(CCC1)c2ccc(cc2)c3nc4cc(ccn4c3c5ccccc5)C(=O)O,7.537602002101044
267,CHEMBL379300,nM,30,Cc1n[nH]c2ccc(cc12)c3cncc(OC[C@@H](N)Cc4c[nH]c5ccccc45)c3,7.522878745280337
268,CHEMBL2325996,nM,30,NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)NC(CCCN4CCCCC4)c5ccc(Cl)cc5,7.522878745280337
269,CHEMBL2177831,nM,30.0,Nc1ncccc1c2nc3cc(cnc3n2c4ccc(CNC(=O)c5ccccc5)cc4)c6cccnc6,7.522878745280337
270,CHEMBL2177371,nM,30,C[C@@H]1C[C@@H](O)c2ncnc(N3CCN(CC3)C(=O)[C@H](CN)c4ccc(cc4)C(F)(F)F)c12,7.522878745280337
271,CHEMBL3703169,nM,30,COc1cc(cn2c(c3ccccc3)c(nc12)c4ccc(cc4)C5(N)CCC5)c6cn[nH]c6,7.522878745280337
272,CHEMBL2325983,nM,30,NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)NC(C4CC4)c5ccc(Cl)cc5,7.522878745280337
273,CHEMBL3672049,nM,31,CC(C)Nc1c(c2ccccc2)c(nc3nc(C)nn13)c4ccc(CN5CC(C5)c6n[nH]c(n6)c7ccccn7)cc4,7.508638306165727
274,CHEMBL2177365,nM,31,CC(C)N(C)C[C@@H](C(=O)N1CCN(CC1)c2ncnc3[C@H](O)C[C@@H](C)c23)c4ccc(Cl)cc4,7.508638306165727
275,CHEMBL603262,nM,31,CC(C)(C)c1ccc(CC2(N)CCN(CC2)c3ccnc4[nH]ccc34)cc1,7.508638306165727
276,CHEMBL2325728,nM,31,NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)N[C@@H](CCN4CCCC4)c5ccc(Cl)cc5,7.508638306165727
277,CHEMBL603197,nM,31.0,Cc1n[nH]c2cnc(nc12)c3cc(OC[C@@H](N)Cc4c[nH]c5ccccc45)cnc3c6cocc6,7.508638306165727
278,CHEMBL388395,nM,31,CN(C)C1CCN(C1)C(=O)c2c[nH]c(\C=C\3/C(=O)Nc4ccc(NC(=O)N)cc34)c2,7.508638306165727
279,CHEMBL453995,nM,31,OCCN1CCN(CC1)c2ncc3cc(c4ccccc4)c(nc3n2)c5ccc(CN6CCC(CC6)c7nnc([nH]7)c8ccccn8)cc5,7.508638306165727
280,CHEMBL3679633,nM,32,NC1(CCC1)c2ccc(cc2)c3nc4C=CC(=N)N(C(=N)c5ccccc5)c4cc3c6ccccc6,7.494850021680094
281,CHEMBL2177832,nM,32.0,Nc1ncccc1c2nc3ccc(nc3n2c4ccc(CNC(=O)c5ccccc5)cc4)c6cccnc6,7.494850021680094
282,CHEMBL3672061,nM,32,Fc1ccc(cc1)c2cn3ccnc3nc2c4ccc(CN5CCC(CC5)c6n[nH]c(n6)c7ccccn7)cc4,7.494850021680094
283,CHEMBL3699667,nM,33,NC1(CCC1)c2ccc(cc2)c3nc4nc(ccn4c3c5ccccc5)c6ccccc6,7.481486060122112
284,CHEMBL502393,nM,33,Nc1ccc(cn1)c2nnc([nH]2)C3CCN(Cc4ccc(cc4)c5nc6C=CNC(=O)c6cc5c7ccccc7)CC3,7.481486060122112
285,CHEMBL2177375,nM,33,C[C@@H]1C[C@@H](O)c2ncnc(N3CCN(CC3)C(=O)[C@H](CNCCF)c4ccc(Cl)cc4)c12,7.481486060122112
286,CHEMBL3977365,nM,33,COc1nc(Br)cn2c(c3ccccc3)c(nc12)c4ccc(cc4)C5(N)CCC5,7.481486060122112
287,CHEMBL3672064,nM,33,Fc1ccc(cc1)c2cn3c(Cl)cnc3nc2c4ccc(CN5CCC(CC5)c6n[nH]c(n6)c7ccccn7)cc4,7.481486060122112
288,CHEMBL3672074,nM,34,COc1nn2cc(c(nc2c1CO)c3ccc(CN4CC(C4)c5n[nH]c(n5)c6cccc(C)n6)cc3)c7c(F)cccc7F,7.468521082957745
289,CHEMBL3895917,nM,34,CCc1cn2c(c3ccccc3)c(nc2c(OC)n1)c4ccc(cc4)C5(N)CCC5,7.468521082957745
290,CHEMBL3672030,nM,35,CC(C)c1nc2nc(c3ccc(CN4CC(C4)c5n[nH]c(n5)c6ccccn6)cc3)c(cn2n1)c7ccccc7,7.455931955649724
291,CHEMBL3703141,nM,35,Cn1cc(cn1)c2ccn3c(c4ccccc4)c(nc3c2)c5ccc(cc5)C6(N)CCC6,7.455931955649724
292,CHEMBL2177382,nM,35,CC(C)NC[C@@H](C(=O)N1CCN(CC1)c2ncnc3[C@@H](F)C[C@@H](C)c23)c4ccc(Cl)cc4,7.455931955649724
293,CHEMBL404556,nM,35,NC(=O)c1ncc2cc(c3ccccc3)c(nc2n1)c4ccc(CN5CCC(CC5)c6nnc([nH]6)c7ccccn7)cc4,7.455931955649724
294,CHEMBL2177835,nM,35.0,Nc1ncccc1c2nc3ccc(nc3n2c4ccc(CNC(=O)c5ccccc5)cc4)c6ccccc6,7.455931955649724
295,CHEMBL597817,nM,35,NC1(Cc2ccc(OC(F)(F)F)cc2)CCN(CC1)c3ncnc4[nH]ccc34,7.455931955649724
296,CHEMBL597212,nM,35,NC1(Cc2cccc(Cl)c2Cl)CCN(CC1)c3ncnc4[nH]ccc34,7.455931955649724
297,CHEMBL2325736,nM,36,CS(=O)(=O)NCCC(NC(=O)C1(N)CCN(CC1)c2ncnc3[nH]ccc23)c4ccc(Cl)cc4,7.443697499232712
298,CHEMBL3672078,nM,36,CC(C)Nc1c(c2ccccc2)c(nc3nc(C)cn13)c4ccc(CN5CC(C5)c6n[nH]c(n6)c7cccc(C)n7)cc4,7.443697499232712
299,CHEMBL600646,nM,36,NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)NCc4ccccc4Cl,7.443697499232712
300,CHEMBL3699774,nM,36,Cc1cc(cn2c(c3ccccc3)c(nc12)c4ccc(cc4)C5(N)CCC5)C(=O)N,7.443697499232712
301,CHEMBL228545,nM,37,Cc1cccc(c1)c2c[nH]c(\C=C\3/C(=O)Nc4ccc(NC(=O)N)cc34)c2,7.431798275933005
302,CHEMBL3672486,nM,37,NC1(CCC1)c2ccc(cc2)c3nn4c(cnc4cc3c5ccccc5)c6cccc(CO)c6,7.431798275933005
303,CHEMBL3672052,nM,37,Cc1cccc(n1)c2nc(n[nH]2)C3CCN(Cc4ccc(cc4)c5nc6nc(C)nn6cc5c7cccc(F)c7)CC3,7.431798275933005
304,CHEMBL3699675,nM,38,COC(=O)c1cc(OC)c2nc(c3ccc(cc3)C4(N)CCC4)c(c5ccccc5)n2c1,7.42021640338319
305,CHEMBL3639985,nM,38,COc1ccc(COc2ccn3c(c4ccccc4)c(nc3n2)c5ccc(cc5)C6(N)CCC6)cn1,7.42021640338319
306,CHEMBL3672077,nM,39,CC(C)Nc1c(c2ccccc2)c(nc3nc(C)cn13)c4ccc(CN5CC(C5)c6n[nH]c(n6)c7ccccn7)cc4,7.4089353929735005
307,CHEMBL596290,nM,39.0,Cc1n[nH]c2ncc(nc12)c3cc(OC[C@@H](N)Cc4c[nH]c5ccccc45)cnc3c6cocc6,7.4089353929735005
308,CHEMBL388183,nM,39,Cc1c(CCC(=O)O)c[nH]c1\C=C\2/C(=O)Nc3ccc(NC(=O)N)cc23,7.4089353929735005
309,CHEMBL1096291,nM,40,CCn1c(nc2c(nc(OCCN)cc12)C#CC(C)(C)O)c3nonc3N,7.3979400086720375
310,CHEMBL447348,nM,40,CN(C)C(=O)N1CCN(CC1)c2ncc3cc(c4ccccc4)c(nc3n2)c5ccc(CN6CCC(CC6)c7nnc([nH]7)c8ccccn8)cc5,7.3979400086720375
311,CHEMBL2325997,nM,40,CC(NC(=O)C1(N)CCN(CC1)c2ncnc3[nH]ccc23)c4ccc(Cl)cc4,7.3979400086720375
312,CHEMBL453288,nM,40,CN1CCN(CC1)c2ncc3cc(c4ccccc4)c(nc3n2)c5ccc(CN6CCC(CC6)c7nnc([nH]7)c8ncccn8)cc5,7.3979400086720375
313,CHEMBL1097974,nM,40,CCn1c(nc2c(nc(CCCN)cc12)C#CC(C)(C)O)c3nonc3N,7.3979400086720375
314,CHEMBL447328,nM,41,C(N1CCC(CC1)c2n[nH]c(n2)c3ccccn3)c4ccc(cc4)c5nc6ccn7cnnc7c6cc5c8ccccc8,7.3872161432802645
315,CHEMBL3672507,nM,41,NC1(CCC1)c2ccc(cc2)c3nn4c(c(Br)nc4cc3c5ccccc5)c6ccc(F)cc6,7.3872161432802645
316,CHEMBL3699767,nM,41,NC(=O)c1cc(Br)cn2c(c3ccccc3)c(nc12)c4ccc(cc4)C5(N)CCC5,7.3872161432802645
317,CHEMBL3672036,nM,42,Cc1cccc(n1)c2nc(n[nH]2)C3CN(Cc4ccc(cc4)c5nc6nc(C)nn6cc5c7ccc(F)cc7F)C3,7.376750709602099
318,CHEMBL262341,nM,42,O=C1N=CC=C2N=C(C(=CC12)c3ccccc3)c4ccc(CN5CCC(CC5)c6n[nH]c(n6)c7ccccn7)cc4,7.376750709602099
319,CHEMBL2325995,nM,42,NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)NC(CCCN4CCOCC4)c5ccc(Cl)cc5,7.376750709602099
320,CHEMBL499554,nM,43,CN(C)CCN1CCN(CC1)c2ccc3nc(c4ccccc4)c(nc3n2)c5ccc(CN6CCC(CC6)c7nnc([nH]7)c8ccccn8)cc5,7.366531544420413
321,CHEMBL503980,nM,44,C[C@@H]1CN(CCN1)c2ncc3cc(c4ccccc4)c(nc3n2)c5ccc(CN6CCC(CC6)c7nnc([nH]7)c8ccccn8)cc5,7.356547323513812
322,CHEMBL3703116,nM,44,NC(=O)\C=C\c1ccn2c(c3ccccc3)c(nc2c1)c4ccc(cc4)C5(N)CCC5,7.356547323513812
323,CHEMBL253693,nM,44,CSc1ncc2cc(c3ccccc3)c(nc2n1)c4ccc(CN5CCC(CC5)n6ncc7c(N)ncnc67)cc4,7.356547323513812
324,CHEMBL447114,nM,44,O=C1NC=Cc2nc(c3ccc(CN4CCC(CC4)c5nnc([nH]5)c6ncccn6)cc3)c(cc12)c7ccccc7,7.356547323513812
325,CHEMBL598439,nM,44,NC1(Cc2ccccc2Cl)CCN(CC1)c3ncnc4[nH]ccc34,7.356547323513812
326,CHEMBL228803,nM,45,NC(=O)Nc1ccc2NC(=O)\C(=C/c3cc(c[nH]3)c4cccc(c4)C(=O)O)\c2c1,7.346787486224656
327,CHEMBL2325737,nM,46,NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)NC(CO)c4ccc(Cl)cc4,7.337242168318426
328,CHEMBL598438,nM,46,NC1(Cc2cccc(Cl)c2)CCN(CC1)c3ncnc4[nH]ccc34,7.337242168318426
329,CHEMBL3703118,nM,46,CCNC(=O)c1ccn2c(c3ccccc3)c(nc2c1)c4ccc(cc4)C5(N)CCC5,7.337242168318426
330,CHEMBL3672499,nM,46,COc1cncc(c1)c2cnc3cc(c4ccccc4)c(nn23)c5ccc(cc5)C6(N)CCC6,7.337242168318426
