,molecule_chembl_id,units,IC50,smiles,pIC50
331,CHEMBL3672057,nM,46,Cc1cccc(n1)c2nc(n[nH]2)C3CCN(Cc4ccc(cc4)c5nc6nc(nn6cc5c7ccc(F)cc7)C8CC8)CC3,7.337242168318426
332,CHEMBL3699717,nM,46,NC1(CCC1)c2ccc(cc2)c3nc4cc(Br)ccn4c3c5ccccc5,7.337242168318426
333,CHEMBL3699688,nM,47,COc1ccn2c(c3ccccc3)c(nc2c1)c4ccc(cc4)C5(N)CCC5,7.327902142064282
334,CHEMBL2177834,nM,47.0,CC(=O)Nc1cccc(c1)c2ccc3nc(c4cccnc4N)n(c5ccc(CNC(=O)c6ccccc6)cc5)c3n2,7.327902142064282
335,CHEMBL3672067,nM,47,Cc1cn2cc(c3ccccc3)c(nc2n1)c4ccc(CN5CC(C5)c6n[nH]c(n6)c7ccccn7)cc4,7.327902142064282
336,CHEMBL499555,nM,47.7,Nc1nnc2c3cc(c4ccccc4)c(nc3ccn12)c5ccc(CN6CCC(CC6)c7n[nH]c(n7)c8ccccn8)cc5,7.3214816209598865
337,CHEMBL449989,nM,48,OCCN1CCN(CC1)c2ccc3nc(c4ccccc4)c(nc3n2)c5ccc(CN6CCC(CC6)c7nnc([nH]7)c8ccccn8)cc5,7.318758762624412
338,CHEMBL3703119,nM,48,NC1(CCC1)c2ccc(cc2)c3nc4cc(ccn4c3c5ccccc5)C(=O)NO,7.318758762624412
339,CHEMBL3703139,nM,49,COc1cc(cn2c(c3ccccc3)c(nc12)c4ccc(cc4)C5(N)CCC5)c6cnc[nH]6,7.309803919971486
340,CHEMBL3699711,nM,50,NC1(CCC1)c2ccc(cc2)c3nc4cc(ccn4c3c5ccccc5)c6ccc(F)cc6,7.301029995663981
341,CHEMBL1099298,nM,50,CCn1c(nc2c(nc(O[C@H](CCN)c3ccccc3)cc12)C#CC(C)(C)O)c4nonc4N,7.301029995663981
342,CHEMBL1098944,nM,50,CCn1c(nc2c(nc(OC[C@@H](C)N)cc12)C#CC(C)(C)O)c3nonc3N,7.301029995663981
343,CHEMBL3679630,nM,50,CC(=N)N1C(=N)C=Cc2nc(c3ccc(cc3)C4(N)CCC4)c(cc12)c5ccccc5,7.301029995663981
344,CHEMBL3699770,nM,50,NC(=O)c1cc(cn2c(c3ccccc3)c(nc12)c4ccc(cc4)C5(N)CCC5)c6cn[nH]c6,7.301029995663981
345,CHEMBL2035022,nM,50,NC(=O)c1ccn2c(c3ccccc3)c(nc2c1)c4ccc(cc4)C5(N)CCC5,7.301029995663981
346,CHEMBL3703138,nM,50,CCc1cc(OC)c2nc(c3ccc(cc3)C4(N)CCC4)c(c5ccccc5)n2c1,7.301029995663981
347,CHEMBL3703136,nM,51,COc1cc(Cl)cn2c(c3ccccc3)c(nc12)c4ccc(cc4)C5(N)CCC5,7.292429823902063
348,CHEMBL3703140,nM,51,COc1cc(cn2c(c3ccccc3)c(nc12)c4ccc(cc4)C5(N)CCC5)c6ncc[nH]6,7.292429823902063
349,CHEMBL437109,nM,51,NC(=O)Nc1ccc2NC(=O)\C(=C/c3cc(c[nH]3)c4cccc(F)c4)\c2c1,7.292429823902063
350,CHEMBL504251,nM,52,CN1CCN(CC1)c2ncc3cc(c4ccccc4)c(nc3n2)c5ccc(CN6CCC(CC6)c7nnc([nH]7)c8ccccn8)cc5,7.2839966563652006
351,CHEMBL3699686,nM,52,NC1(CCC1)c2ccc(cc2)c3nc4cc(ccn4c3c5ccccc5)C#N,7.2839966563652006
352,CHEMBL3703115,nM,52,COC(=O)\C=C\c1ccn2c(c3ccccc3)c(nc2c1)c4ccc(cc4)C5(N)CCC5,7.2839966563652006
353,CHEMBL590957,nM,52,NC1(Cc2ccc(Cl)cc2Cl)CCN(CC1)c3ncnc4NC(=O)Nc34,7.2839966563652006
354,CHEMBL3703114,nM,53,CNC(=O)c1ccn2c(c3ccccc3)c(nc2c1)c4ccc(cc4)C5(N)CCC5,7.275724130399211
355,CHEMBL3672079,nM,53,CC(C)Nc1c(c2ccccc2)c(nc3nccn13)c4ccc(CN5CC(C5)c6n[nH]c(n6)c7ccccn7)cc4,7.275724130399211
356,CHEMBL3699699,nM,53,CCc1ccn2c(c3ccccc3)c(nc2c1)c4ccc(cc4)C5(N)CCC5,7.275724130399211
357,CHEMBL3699666,nM,54,NC1(CCC1)c2ccc(cc2)c3nc4nc(ccn4c3c5ccccc5)C6CC6,7.267606240177031
358,CHEMBL3699762,nM,55,Cc1c(C)c2nc(c3ccc(cc3)C4(N)CCC4)c(c5ccccc5)n2cc1c6ccn[nH]6,7.259637310505756
359,CHEMBL3672071,nM,55,CNc1c(c2ccccc2)c(nc3nc(C)cn13)c4ccc(CN5CC(C5)c6n[nH]c(n6)c7ccccn7)cc4,7.259637310505756
360,CHEMBL3703120,nM,55,CC(=O)c1ccn2c(c3ccccc3)c(nc2c1)c4ccc(cc4)C5(N)CCC5,7.259637310505756
361,CHEMBL3703127,nM,56,NC1(CCC1)c2ccc(cc2)c3nc4ccc(cn4c3c5ccccc5)c6nn[nH]n6,7.251811972993799
362,CHEMBL3699749,nM,56,Cc1cc(C)c2nc(c3ccc(cc3)C4(N)CCC4)c(c5ccccc5)n2c1,7.251811972993799
363,CHEMBL404554,nM,57,CSc1ncc2cc(c3ccccc3)c(nc2n1)c4ccc(CN5CCC(CC5)c6cc([nH]n6)c7ccncc7)cc4,7.2441251443275085
364,CHEMBL228699,nM,57,Cc1[nH]c(\C=C\2/C(=O)Nc3ccc(NC(=O)N)cc23)c(C)c1CCC(=O)O,7.2441251443275085
365,CHEMBL3672483,nM,58,COC(=O)c1cccc(c1)c2cnc3cc(c4ccccc4)c(nn23)c5ccc(cc5)C6(N)CCC6,7.236572006437063
366,CHEMBL603675,nM,58,CC(C)(C)c1ccc(CC2(N)CCN(CC2)c3ccnc4[nH]ncc34)cc1,7.236572006437063
367,CHEMBL448196,nM,59,CN1CCN(CC1)c2cc3cc(c4ccccc4)c(nc3cn2)c5ccc(CN6CCC(CC6)c7nnc([nH]7)c8ccccn8)cc5,7.229147988357855
368,CHEMBL404555,nM,59,N#Cc1ncc2cc(c3ccccc3)c(nc2n1)c4ccc(CN5CCC(CC5)c6nnc([nH]6)c7ccccn7)cc4,7.229147988357855
369,CHEMBL3699742,nM,60,NC1(CCC1)c2ccc(cc2)c3nc4cc(Cl)ccn4c3c5ccccc5,7.221848749616356
370,CHEMBL3699754,nM,62,NC1(CCC1)c2ccc(cc2)c3nc4c(Cl)cc(Cl)cn4c3c5ccccc5,7.207608310501746
371,CHEMBL1098241,nM,63,CCn1c(nc2c(nc(CN)cc12)C#CC(C)(C)O)c3nonc3N,7.200659450546418
372,CHEMBL524998,nM,63,COc1ccc(C[C@@H](CN)NC(=O)c2cc(Br)c(s2)c3ccnc4[nH]ccc34)cc1,7.200659450546418
373,CHEMBL594523,nM,63.0,Cc1nc(c2cocc2)c(cc1OC[C@@H](N)Cc3c[nH]c4ccccc34)c5cnc6[nH]nc(C)c6n5,7.200659450546418
374,CHEMBL1099281,nM,63,CCn1c(nc2c(nc(OC[C@H](C)N)cc12)C#CC(C)(C)O)c3nonc3N,7.200659450546418
375,CHEMBL3703137,nM,64,COc1cc(OC)c2nc(c3ccc(cc3)C4(N)CCC4)c(c5ccccc5)n2c1,7.1938200260161125
376,CHEMBL3699712,nM,64,COC(=O)c1ccn2c(c3ccccc3)c(nc2c1)c4ccc(cc4)C5(N)CCC5,7.1938200260161125
377,CHEMBL271091,nM,65,O=C1Nc2ccccc2N1C3CCN(Cc4ccc(cc4)c5nc6ccc(cc6nc5c7ccccc7)c8nn[nH]n8)CC3,7.187086643357144
378,CHEMBL3667042,nM,65,Cc1nc2nc(c3ccc(CN4CC(C4)c5nnc([nH]5)c6ccccn6)cc3)c(cn2n1)c7ccccc7,7.187086643357144
379,CHEMBL2177373,nM,66,C[C@@H]1C[C@@H](O)c2ncnc(N3CCN(CC3)C(=O)[C@H](CN)c4ccc(Cl)cc4)c12,7.180456064458131
380,CHEMBL3699697,nM,66,NC(=O)c1ccc2nc(c3ccc(cc3)C4(N)CCC4)c(c5ccccc5)n2c1,7.180456064458131
381,CHEMBL3699727,nM,67,NC1(CCC1)c2ccc(cc2)c3nc4ccc(cn4c3c5ccccc5)C(=O)O,7.173925197299173
382,CHEMBL3672493,nM,67,NC1(CCC1)c2ccc(cc2)c3nn4c(cnc4cc3c5ccccc5)c6cn[nH]c6,7.173925197299173
383,CHEMBL455071,nM,68,CN(C)CCN1CCN(CC1)c2ncc3cc(c4ccccc4)c(nc3n2)c5ccc(CN6CCC(CC6)c7nnc([nH]7)c8cc[n+]([O-])cc8)cc5,7.167491087293763
384,CHEMBL3672492,nM,68,NC(=O)c1cccc(c1)c2cnc3cc(c4ccccc4)c(nn23)c5ccc(cc5)C6(N)CCC6,7.167491087293763
385,CHEMBL3703135,nM,69,CC(=O)c1ccc2nc(c3ccc(cc3)C4(N)CCC4)c(c5ccccc5)n2c1,7.161150909262744
386,CHEMBL603244,nM,69,NC1(CNC(=O)c2ccc(Cl)cc2)CCN(CC1)c3ncnc4[nH]ccc34,7.161150909262744
387,CHEMBL3672058,nM,69,Fc1ccc(cc1)c2cn3nc(nc3nc2c4ccc(CN5CCC(CC5)c6n[nH]c(n6)c7ccccn7)cc4)C8CC8,7.161150909262744
388,CHEMBL259753,nM,70,C(N1CCC(CC1)c2n[nH]c(n2)c3ccccn3)c4ccc(cc4)c5nc6cccnc6cc5c7ccccc7,7.154901959985743
389,CHEMBL454859,nM,70,CN(C)C1CCN(CC1)c2ncc3cc(c4ccccc4)c(nc3n2)c5ccc(CN6CCC(CC6)c7nnc([nH]7)c8ccccn8)cc5,7.154901959985743
390,CHEMBL598841,nM,70,CC(C)(C)c1ccc(CC2(N)CCN(CC2)c3ncnc4NC(=O)Nc34)cc1,7.154901959985743
391,CHEMBL3672496,nM,70,NC1(CCC1)c2ccc(cc2)c3nn4c(cnc4cc3c5ccccc5)c6ccn[nH]6,7.154901959985743
392,CHEMBL3703102,nM,70,CCOc1ccc2nc(c3ccc(cc3)C4(N)CCC4)c(c5ccccc5)n2c1,7.154901959985743
393,CHEMBL261034,nM,71,NC(C1CCN(CC1)c2ncnc3[nH]cnc23)c4ccc(Cl)cc4,7.1487416512809245
394,CHEMBL3699751,nM,73,NC1(CCC1)c2ccc(cc2)c3nc4c(F)cc(F)cn4c3c5ccccc5,7.136677139879544
395,CHEMBL508794,nM,74.8,Nc1nnc2c3cc(c4ccccc4)c(nc3ccn12)c5ccc(CN6CCC(CC6)n7cnc(c7)c8ccccn8)cc5,7.126098402135539
396,CHEMBL3703117,nM,75,COC(=O)CCc1ccn2c(c3ccccc3)c(nc2c1)c4ccc(cc4)C5(N)CCC5,7.1249387366083
397,CHEMBL3703151,nM,76,COc1cc(C=C)cn2c(c3ccccc3)c(nc12)c4ccc(cc4)C5(N)CCC5,7.119186407719209
398,CHEMBL482537,nM,79,NC[C@H](Cc1ccc(cc1)C(F)(F)F)NC(=O)c2cc(Br)c(s2)c3ccnc4[nH]ccc34,7.102372908709558
399,CHEMBL1098943,nM,79,CCn1c(nc2c(nc(OCCNC)cc12)C#CC(C)(C)O)c3nonc3N,7.102372908709558
400,CHEMBL3699743,nM,79,NC1(CCC1)c2ccc(cc2)c3nc4cc(F)ccn4c3c5ccccc5,7.102372908709558
401,CHEMBL2177837,nM,80.0,Nc1ncccc1c2nc3ccc(nc3n2c4ccc(CNC(=O)c5cccc(F)c5)cc4)c6cccnc6,7.096910013008056
402,CHEMBL455226,nM,80,OCCN1CCN(CC1)c2ncc3cc(c4ccccc4)c(nc3n2)c5ccc(CN6CCC(CC6)c7nnc([nH]7)c8ncccn8)cc5,7.096910013008056
403,CHEMBL3672087,nM,80,CSc1nc2nc(c3ccc(CN4CCC(CC4)c5n[nH]c(n5)c6cnccn6)cc3)c(cn2n1)c7ccccc7,7.096910013008056
404,CHEMBL3672484,nM,81,NC1(CCC1)c2ccc(cc2)c3nn4c(cnc4cc3c5ccccc5)c6ccc(F)cc6,7.0915149811213505
405,CHEMBL3672050,nM,82,COC(=O)c1cnn2cc(c(nc12)c3ccc(CN4CCC(CC4)c5n[nH]c(n5)c6cccc(C)n6)cc3)c7c(F)cccc7F,7.086186147616283
406,CHEMBL3703161,nM,82,COC(=O)COc1ccn2c(c3ccccc3)c(nc2c1)c4ccc(cc4)C5(N)CCC5,7.086186147616283
407,CHEMBL3672480,nM,82,NC1(CCC1)c2ccc(cc2)c3nn4c(cnc4cc3c5ccccc5)c6cccc(c6)C#N,7.086186147616283
408,CHEMBL260184,nM,83,O=C1NC=C(C=C1)c2cc(n[nH]2)C3CCN(Cc4ccc(cc4)c5nc6ncccc6cc5c7ccccc7)CC3,7.080921907623926
409,CHEMBL445212,nM,84,CN1CCN(CC1)c2ncc3cc(c4ccccc4)c(nc3n2)c5ccc(CN6CCC(CC6)c7nnc([nH]7)c8ccc(N)nc8)cc5,7.075720713938118
410,CHEMBL602236,nM,84,NC1(Cc2ccccc2OC(F)(F)F)CCN(CC1)c3ncnc4[nH]ccc34,7.075720713938118
411,CHEMBL3699709,nM,85,NC1(CCC1)c2ccc(cc2)c3nc4nc(Oc5ccccc5)ccn4c3c6ccccc6,7.070581074285707
412,CHEMBL255835,nM,85,Nc1ncnc2nc(c3ccc(CN4CCC(CC4)c5cc([nH]n5)c6ccncc6)cc3)c(cc12)c7ccccc7,7.070581074285707
413,CHEMBL3956697,nM,86,COC(=O)c1cn2c(c3ccccc3)c(nc2c(OC)n1)c4ccc(cc4)C5(N)CCC5,7.0655015487564325
414,CHEMBL3672081,nM,88,CC(C)Nc1c(c2ccccc2)c(nc3nc(nn13)c4ccccn4)c5ccc(CN6CC(C6)c7n[nH]c(n7)c8ccccn8)cc5,7.055517327849831
415,CHEMBL3703131,nM,88,NC1(CCC1)c2ccc(cc2)c3nc4ccc(Cl)cn4c3c5ccccc5,7.055517327849831
416,CHEMBL605212,nM,90,NC1(Cc2ccc(F)cc2Cl)CCN(CC1)c3ncnc4[nH]ccc34,7.045757490560675
417,CHEMBL252456,nM,90,CSc1ncc2cc(c3ccccc3)c(nc2n1)c4ccc(CNCCC(=O)c5ccccc5N)cc4,7.045757490560675
418,CHEMBL3699773,nM,91,Cc1c(C)c2nc(c3ccc(cc3)C4(N)CCC4)c(c5ccccc5)n2cc1C(=O)N,7.040958607678906
419,CHEMBL443620,nM,92,CN1CCN(CC1)c2ccc3nc(c4ccccc4)c(nc3n2)c5ccc(CN6CCC(CC6)c7nnc([nH]7)c8ccccn8)cc5,7.036212172654444
420,CHEMBL3672490,nM,92,NC1(CCC1)c2ccc(cc2)c3nn4c(cnc4cc3c5ccccc5)c6ccc(F)c(CO)c6,7.036212172654444
421,CHEMBL3703147,nM,92,CC(=O)Nc1ccc2nc(c3ccc(cc3)C4(N)CCC4)c(c5ccccc5)n2c1,7.036212172654444
422,CHEMBL3703144,nM,92,NC(=O)Nc1ccn2c(c3ccccc3)c(nc2c1)c4ccc(cc4)C5(N)CCC5,7.036212172654444
423,CHEMBL3699756,nM,93,NC1(CCC1)c2ccc(cc2)c3nc4cc(Cl)c(Cl)cn4c3c5ccccc5,7.031517051446065
424,CHEMBL3699668,nM,94,Cc1ccccc1c2ccn3c(c4ccccc4)c(nc3n2)c5ccc(cc5)C6(N)CCC6,7.026872146400302
425,CHEMBL252857,nM,94.4,CNc1ncc2cc(c3ccccc3)c(nc2n1)c4ccc(CN5CCC(CC5)c6nnc([nH]6)c7ccccn7)cc4,7.025028005701931
426,CHEMBL3703143,nM,95,CC(=O)Nc1ccn2c(c3ccccc3)c(nc2c1)c4ccc(cc4)C5(N)CCC5,7.022276394711152
427,CHEMBL2325994,nM,96,NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)NC(CCCN4CCCC4)c5ccc(Cl)cc5,7.017728766960431
428,CHEMBL3672054,nM,97,Cc1nc2nc(c3ccc(CN4CCC(CC4)c5n[nH]c(n5)c6cc(Cl)ccn6)cc3)c(cn2n1)c7ccc(F)cc7F,7.013228265733755
429,CHEMBL3932688,nM,97,NC(=O)c1cn2c(c3ccccc3)c(nc2cn1)c4ccc(cc4)C5(N)CCC5,7.013228265733755
430,CHEMBL3703163,nM,97,CN(C)C(=O)COc1ccn2c(c3ccccc3)c(nc2c1)c4ccc(cc4)C5(N)CCC5,7.013228265733755
431,CHEMBL3672076,nM,97,COc1nn2cc(c(nc2c1CO)c3ccc(CN4CCC(CC4)c5n[nH]c(n5)c6ccccn6)cc3)c7c(F)cccc7F,7.013228265733755
432,CHEMBL3703125,nM,97,Cn1cncc1c2ccc3nc(c4ccc(cc4)C5(N)CCC5)c(c6ccccc6)n3c2,7.013228265733755
433,CHEMBL503652,nM,98,CN(C)CCN1CCN(CC1)c2ncc3cc(c4ccccc4)c(nc3n2)c5ccc(CN6CCC(CC6)c7nnc([nH]7)C8=CNC(=O)C=C8)cc5,7.008773924307505
434,CHEMBL3672084,nM,100,CSc1nc2nc(c3ccc(CN4CC(C4)c5n[nH]c(n5)c6ccccn6)cc3)c(cn2n1)c7ccccc7,7.0
435,CHEMBL3699775,nM,100,Cc1cc(cn2c(c3ccccc3)c(nc12)c4ccc(cc4)C5(N)CCC5)c6cn[nH]c6,7.0
436,CHEMBL3699695,nM,101,NC1(CCC1)c2ccc(cc2)c3nc4ccc(Br)cn4c3c5ccccc5,6.995678626217357
437,CHEMBL450545,nM,101,C[C@@H]1CN(C[C@H](C)N1)c2ncc3cc(c4ccccc4)c(nc3n2)c5ccc(CN6CCC(CC6)c7nnc([nH]7)c8ccccn8)cc5,6.995678626217357
438,CHEMBL3699714,nM,101,NC1(CCC1)c2ccc(cc2)c3nc4cc(ccn4c3c5ccccc5)C6CC6,6.995678626217357
439,CHEMBL3699753,nM,102,CCOC(=O)c1cc(Br)c2nc(c3ccc(cc3)C4(N)CCC4)c(c5ccccc5)n2c1,6.991399828238082
440,CHEMBL3672089,nM,102,CS(=O)(=O)c1nc2nc(c3ccc(CN4CCC(CC4)c5n[nH]c(n5)c6ccccn6)cc3)c(cn2n1)c7ccccc7,6.991399828238082
441,CHEMBL3699698,nM,106,CCOc1cccn2c(c3ccccc3)c(nc12)c4ccc(cc4)C5(N)CCC5,6.97469413473523
442,CHEMBL3672508,nM,106,NC1(CCC1)c2ccc(cc2)c3nn4c(c(Cl)nc4cc3c5ccccc5)c6ccc(F)cc6,6.97469413473523
443,CHEMBL404347,nM,107.2,COc1ncc2cc(c3ccccc3)c(nc2n1)c4ccc(CN5CCC(CC5)c6nnc([nH]6)c7ccccn7)cc4,6.969805214643249
444,CHEMBL502854,nM,107.6,Sc1nnc2c3cc(c4ccccc4)c(nc3ccn12)c5ccc(CN6CCC(CC6)c7n[nH]c(n7)c8ccccn8)cc5,6.96818772866963
445,CHEMBL3672075,nM,108,COc1nn2cc(c(nc2c1CO)c3ccc(CN4CCC(CC4)c5n[nH]c(n5)c6cccc(C)n6)cc3)c7c(F)cccc7F,6.96657624451305
446,CHEMBL3699755,nM,108,COc1ccn2c(c3ccccc3)c(nc2c1C#N)c4ccc(cc4)C5(N)CCC5,6.96657624451305
447,CHEMBL3672055,nM,108,Cc1cccc(n1)c2nc(n[nH]2)C3CCN(Cc4ccc(cc4)c5nc6nc(C)nn6cc5c7ccc(F)cc7F)CC3,6.96657624451305
448,CHEMBL3699758,nM,109,Cc1cc(Br)c2nc(c3ccc(cc3)C4(N)CCC4)c(c5ccccc5)n2c1,6.962573502059376
449,CHEMBL3672498,nM,110,CCOC(=O)c1cncc(c1)c2cnc3cc(c4ccccc4)c(nn23)c5ccc(cc5)C6(N)CCC6,6.958607314841775
450,CHEMBL3699772,nM,112,NC(=O)c1cc(cn2c(c3ccccc3)c(nc12)c4ccc(cc4)C5(N)CCC5)c6cccnc6,6.950781977329818
451,CHEMBL3672495,nM,115,COC(=O)c1ccc(cn1)c2cnc3cc(c4ccccc4)c(nn23)c5ccc(cc5)C6(N)CCC6,6.939302159646388
452,CHEMBL3703124,nM,115,NC1(CCC1)c2ccc(cc2)c3nc4ccc(cn4c3c5ccccc5)c6cn[nH]c6,6.939302159646388
453,CHEMBL3672028,nM,115,COC(=O)c1cnn2cc(c(nc12)c3ccc(CN4CC(C4)c5n[nH]c(n5)c6cccc(C)n6)cc3)c7c(F)cccc7F,6.939302159646388
454,CHEMBL3699689,nM,116,CNC(=O)c1ccc2nc(c3ccc(cc3)C4(N)CCC4)c(c5ccccc5)n2c1,6.935542010773082
455,CHEMBL506827,nM,116,CN(C)CCN1CCN(CC1)c2ccc3nc(c4ccccc4)c(nc3n2)c5ccc(CN6CCC(CC6)c7nnc([nH]7)c8ncccn8)cc5,6.935542010773082
456,CHEMBL3699736,nM,116,COC(=O)c1cc(Cl)c2nc(c3ccc(cc3)C4(N)CCC4)c(c5ccccc5)n2c1,6.935542010773082
457,CHEMBL3699735,nM,118,NC1(CCC1)c2ccc(cc2)c3nc4ccc(cn4c3c5ccccc5)C(=O)NO,6.928117992693874
458,CHEMBL1258330,nM,118,N[C@H](Cc1ccc(Cl)cc1)C(=O)N2CCN(CC2)c3ncnc4ccccc34,6.928117992693874
459,CHEMBL3672073,nM,118,COc1nn2cc(c(nc2c1CO)c3ccc(CN4CC(C4)c5n[nH]c(n5)c6ccccn6)cc3)c7c(F)cccc7F,6.928117992693874
460,CHEMBL3672491,nM,118,NC(=O)c1ccc(cc1)c2cnc3cc(c4ccccc4)c(nn23)c5ccc(cc5)C6(N)CCC6,6.928117992693874
461,CHEMBL3699771,nM,119,NC(=O)c1cc(cn2c(c3ccccc3)c(nc12)c4ccc(cc4)C5(N)CCC5)c6ccn[nH]6,6.924453038607469
462,CHEMBL3699680,nM,120,COc1ccn2c(c3ccccc3)c(nc2n1)c4ccc(cc4)C5(N)CCC5,6.920818753952375
463,CHEMBL3672487,nM,123,NC1(CCC1)c2ccc(cc2)c3nn4c(cnc4cc3c5ccccc5)c6ccc(CO)cc6,6.910094888560602
464,CHEMBL3699691,nM,124,COc1cccn2c(c3ccccc3)c(nc12)c4ccc(cc4)C5(N)CCC5,6.906578314837764
465,CHEMBL3672092,nM,124,OCc1cn2cc(c3ccccc3)c(nc2n1)c4ccc(CN5CC(C5)c6n[nH]c(n6)c7ccccn7)cc4,6.906578314837764
466,CHEMBL508754,nM,125,C[C@H]1CN(CCN1)c2ncc3cc(c4ccccc4)c(nc3n2)c5ccc(CN6CCC(CC6)c7nnc([nH]7)c8ccccn8)cc5,6.903089986991944
467,CHEMBL512135,nM,125,NCC(NC(=O)c1cc(Br)c(s1)c2ccnc3[nH]ccc23)c4ccccc4,6.903089986991944
468,CHEMBL3672070,nM,128,CNc1c(c2ccccc2)c(nc3ncc(Br)n13)c4ccc(CN5CC(C5)c6n[nH]c(n6)c7ccccn7)cc4,6.892790030352131
469,CHEMBL3672053,nM,129,Cc1nc2nc(c3ccc(CN4CCC(CC4)c5n[nH]c(n5)c6ccccn6)cc3)c(cn2n1)c7cccc(F)c7,6.889410289700751
470,CHEMBL3699777,nM,129,Cc1cc(cn2c(c3ccccc3)c(nc12)c4ccc(cc4)C5(N)CCC5)c6cccnc6,6.889410289700751
471,CHEMBL2325740,nM,130,COCCC(NC(=O)C1(N)CCN(CC1)c2ncnc3[nH]ccc23)c4ccc(Cl)cc4,6.886056647693163
472,CHEMBL2177825,nM,130.0,Nc1ncccc1c2nc3cc(Br)cnc3n2c4ccc(CNC(=O)c5ccccc5)cc4,6.886056647693163
473,CHEMBL505848,nM,130,CN(C)CCN1CCN(CC1)c2ncc3cc(c4ccccc4)c(nc3n2)c5ccc(CN6CCC(CC6)c7nnc([nH]7)c8ncccn8)cc5,6.886056647693163
474,CHEMBL3968885,nM,130,CCOC(=O)c1cn2c(c3ccccc3)c(nc2cn1)c4ccc(cc4)C5(N)CCC5,6.886056647693163
475,CHEMBL594755,nM,130.0,Cc1occc1c2nc(N)c(OC[C@@H](N)Cc3ccccc3)cc2c4cnc5[nH]nc(C)c5n4,6.886056647693163
476,CHEMBL3703162,nM,132,NC(=O)COc1ccn2c(c3ccccc3)c(nc2c1)c4ccc(cc4)C5(N)CCC5,6.8794260687941495
477,CHEMBL3703166,nM,134,NC1(CCC1)c2ccc(cc2)c3nc4ccc(OC[N+]#[C-])cn4c3c5ccccc5,6.872895201635192
478,CHEMBL3703133,nM,134,NC(=O)\C=C\c1ccc2nc(c3ccc(cc3)C4(N)CCC4)c(c5ccccc5)n2c1,6.872895201635192
479,CHEMBL3703164,nM,135,NC1(CCC1)c2ccc(cc2)c3nc4cc(OC[N+]#[C-])ccn4c3c5ccccc5,6.8696662315049934
480,CHEMBL3672482,nM,136,NC1(CCC1)c2ccc(cc2)c3nn4c(cnc4cc3c5ccccc5)c6ccc(cc6)C#N,6.866461091629782
481,CHEMBL447044,nM,138,C(N1CCC(CC1)c2nnc([nH]2)c3ccccn3)c4ccc(cc4)c5nc6nc(ncc6cc5c7ccccc7)N8CCn9cnnc9C8,6.860120913598763
482,CHEMBL3699708,nM,138,NC1(CCC1)c2ccc(cc2)c3nc4nc(OC5CCCCC5)ccn4c3c6ccccc6,6.860120913598763
483,CHEMBL3699707,nM,139,CC(C)Oc1ccn2c(c3ccccc3)c(nc2n1)c4ccc(cc4)C5(N)CCC5,6.856985199745905
484,CHEMBL503270,nM,140,CN(C)CCN1CCN(CC1)c2ncc3cc(c4ccccc4)c(nc3n2)c5ccc(CN6CCC(CC6)c7nnc([nH]7)c8ccc(N)nc8)cc5,6.853871964321762
485,CHEMBL3679631,nM,140,NC1(CC(F)(F)C1)c2ccc(cc2)c3nc4C=CC(=N)N(C(=N)c5ccccc5)c4cc3c6ccccc6,6.853871964321762
486,CHEMBL3703134,nM,142,CCOC(=O)c1ccc2nc(c3ccc(cc3)C4(N)CCC4)c(c5ccccc5)n2c1,6.847711655616944
487,CHEMBL408151,nM,144,O=C1Nc2ccccc2N1C3CCN(Cc4ccc(cc4)c5nc6cc(ccc6nc5c7ccccc7)c8nn[nH]n8)CC3,6.84163750790475
488,CHEMBL3699730,nM,144,NC1(CCC1)c2ccc(cc2)c3nc4ccc(cn4c3c5ccccc5)C(=O)NCCF,6.84163750790475
489,CHEMBL3672080,nM,145,CNc1c(c2ccccc2)c(nc3nc(nn13)c4ccccn4)c5ccc(CN6CC(C6)c7n[nH]c(n7)c8ccccn8)cc5,6.838631997765026
490,CHEMBL449200,nM,146,OCCN1CCN(CC1)c2ncc3cc(c4ccccc4)c(nc3n2)c5ccc(CN6CCC(CC6)c7nnc([nH]7)c8cc[n+]([O-])cc8)cc5,6.835647144215563
491,CHEMBL3699677,nM,146,CNC(=O)Nc1ccn2c(c3ccccc3)c(nc2c1)c4ccc(cc4)C5(N)CCC5,6.835647144215563
492,CHEMBL3699682,nM,148,CCCOc1ccn2c(c3ccccc3)c(nc2n1)c4ccc(cc4)C5(N)CCC5,6.8297382846050425
493,CHEMBL3672488,nM,151,NC1(CCC1)c2ccc(cc2)c3nn4c(cnc4cc3c5ccccc5)c6ccc(cc6)S(=O)(=O)N,6.821023052706831
494,CHEMBL3699665,nM,153,Cc1ccn2c(c3ccccc3)c(nc2n1)c4ccc(cc4)C5(N)CCC5,6.815308569182401
495,CHEMBL3699738,nM,154,CCNC(=O)c1ccc2nc(c3ccc(cc3)C4(N)CCC4)c(c5ccccc5)n2c1,6.8124792791635365
496,CHEMBL3672093,nM,154,Cc1nc2nc(c3ccc(CN4CCC(CC4)c5n[nH]c(n5)c6ccccn6)cc3)c(cn2n1)c7cc(F)ccc7F,6.8124792791635365
497,CHEMBL3699739,nM,154,NC1(CCC1)c2ccc(cc2)c3nc4ccc(cn4c3c5ccccc5)C6CC6,6.8124792791635365
